"type","username","useraddress","userid","timestamp","roomname","content"
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 00:50:03","climatechange62645","Go ahead and decide who gets which. I'll wait a bit."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 00:50:15","climatechange62645","Type 'ready' when you have decided who will cover which specialization."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 00:50:39","climatechange62645","Okay, let's get ready to move on."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 00:50:45","climatechange62645","Now it's time to research your specialization. Click on the 'Data' tab at the left. You'll find a Google Sheet which itself has 3 tabs at the bottom, one for each specialization: Temperature Change, Carbon Dioxide, and Fossil Fuels. Find the Data tab for your specialization."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 00:50:59","climatechange62645","Type 'ready' when you have found the data for your specialization."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 00:51:45","climatechange62645","We need to start wrapping up. Get ready to move on."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 00:51:59","climatechange62645","Now examine your data and record your thoughts by filling out the 'Notes' tab that corresponds to your specialization on the left."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 00:52:27","climatechange62645","Take up to 10 minutes to examine the data and record your thoughts. Make sure your team covers all the specializations. If you finish early, share your thoughts with one another and see if you can come up with more ideas."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 00:52:41","climatechange62645","Type 'ready' when you have finished researching and writing about your specialization."
"presence","Chas","undefined:undefined","2","2021-04-21 00:53:57","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 00:54:00","climatechange62645","join"
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 00:55:15","climatechange62645","This is the best team ever :-)"
"presence","Chas","undefined:undefined","2","2021-04-21 00:56:24","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 00:56:26","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 00:59:07","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 00:59:10","climatechange62645","join"
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 01:00:09","climatechange62645","Okay, let's get ready to move on."
"presence","Chas","undefined:undefined","2","2021-04-21 01:00:11","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 01:00:13","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 01:01:37","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 01:01:46","climatechange62645","join"
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 01:02:40","climatechange62645","Okay, it's time to move on to the next part of the activity. First, spend a few minutes reading and thinking about the letter from the mayor that you'll find in the 'Mayoral Letter' tab at the left."
"presence","Chas","undefined:undefined","2","2021-04-21 01:03:11","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 01:03:13","climatechange62645","join"
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 01:03:21","climatechange62645","Type 'ready' when you have finished examining the mayor's letter."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 01:04:16","climatechange62645","Let's keep going."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 01:05:36","climatechange62645","Okay, let's get ready to move on."
"presence","Chas","undefined:undefined","2","2021-04-21 01:05:38","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 01:05:39","climatechange62645","join"
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 01:06:22","climatechange62645","Before developing your response to Mayor Williams, summarize her perspective. What are the benefits of using fossil fuels? What evidence and reasoning does she use to support her decision? Discuss for a few minutes."
"presence","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:06:22","jeopardy151","join"
"presence","meredith","undefined:undefined","2","2021-04-21 01:06:29","jeopardy151","join"
"presence","meredith","undefined:undefined","1","2021-04-21 01:06:30","jeopardy151","join"
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 01:06:34","climatechange62645","Type 'ready' when you have finished summarizing and discussing the mayor's letter."
"image","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:06:39","jeopardy151","https://i.imgur.com/RBBqbTA.png"
"presence","Chas","undefined:undefined","2","2021-04-21 01:06:41","climatechange62645","leave"
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:06:45","jeopardy151","Hello! I'm Alice. Take a minute to introduce yourselves. Go ahead and chat a little more if you have extra time. :-)"
"presence","meredith","undefined:undefined","2","2021-04-21 01:06:45","jeopardy151","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 01:06:53","climatechange62645","join"
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:07:25","jeopardy151","Welcome to WGU Academy. :-) I'll be guiding you through some fun collaborative activities. I am only here to facilitate your conversation. During this activity, you two should chat with each other, work as a team, and get to know each other."
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:07:30","jeopardy151","As a heads-up: you'll both need to stick around until the VERY END in order get the directions to fill out a Google Form to mark your participation for this activity, so please don't leave early."
"image","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:07:53","jeopardy151","https://i.imgur.com/5UfiGoa.png"
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:07:59","jeopardy151","Now, let's play a game inspired by Jeopardy! You will have about 7 minutes to play. "
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:08:09","jeopardy151","In this game, you will be prompted with a clue. Your job is to solve it! For example, upon picking a category and point value, you will receive something like this: 'This university is the largest fully-online nonprofit university in the country.'"
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:08:14","jeopardy151","Then... You will type your answer in the chat box! In this case, it should be: 'WGU'. Please alternate turns to give everyone an equal chance to play."
"image","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:08:31","jeopardy151","https://i.imgur.com/eRz5dv2.png"
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:08:43","jeopardy151","Whoever has the name that comes first in the alphabet... You're first! Please type in the chat a category using the format: category + value. For example, type: 'English Composition for 100' into the chat box. Your time for this activity starts now!"
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 01:08:46","climatechange62645","Okay, let's get ready to move on."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 01:09:32","climatechange62645","Now, spend the rest of your time discussing and developing a response to the mayor. Make sure to support your ideas with evidence. Use the 'Joint Response' tab at the left to develop your response."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 01:09:37","climatechange62645","Each team member's typing in the Joint Response will be a different color! But work together to create a combined response."
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:14:55","jeopardy151","Your time for this activity is almost up. One minute left! :-)"
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:15:59","jeopardy151","That's all we have time for! Please share something you learned during this game inspired by Jeopardy!"
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:16:35","jeopardy151","Great job! Let's move on to the next portion of the activity, where we will discuss goal-setting strategies in your English Composition class."
"image","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:16:51","jeopardy151","https://i.imgur.com/vxVLo0H.png"
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:16:55","jeopardy151","In your English Composition class, each of your assignments is one piece of a larger funnel that leads into your goal of graduating from Academy and ultimately enrolling at WGU. All of your assignments are required to complete this course, and this course is required to complete WGU Academy. Upon completion of WGU Academy, you are guaranteed admission to WGU!"
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:17:00","jeopardy151","With that being said, it is crucial to keep up with your assignments and set short-term goals to work towards your larger long-term career goals."
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:17:23","jeopardy151","Completing your English assignments in a timely manner and working toward completing each portion of your funnel will set you up for success. \
"
"image","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:17:37","jeopardy151","https://i.imgur.com/Ew1TRoH.png"
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:17:41","jeopardy151","At WGU Academy, we like to set SMARTER goals. 'SMARTER' stands for: Specific, Measurable, Actionable, Relevant, Time-Bound, Evaluate, and Reward."
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:17:46","jeopardy151","By making SMARTER goals, we are setting ourselves up for success to complete our funnel. For example, instead of saying 'I will do well in my English course,' try setting a SMARTER goal such as 'I will complete my Personal Narrative assignment in 1 week by setting aside one hour each evening to work on it. Along the way, I will evaluate my progress, and when I finish, I will celebrate with my family!'"
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:18:13","jeopardy151","Take 30 seconds to share what your next assignment is in your English Composition class. Your choices are the Personal Narrative, Compare and Contrast, Persuasive Letter, and Argumentative Essay. "
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 01:18:48","climatechange62645","It is time for us to wrap up now. It has been a pleasure working with you. The activity is now over."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 01:18:53","climatechange62645","Have a nice day!"
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:18:53","jeopardy151","Now, take 3 minutes to take turns sharing SMARTER goals for completing your next assignment. Make sure they follow the acronym of Specific, Measurable, Actionable, Relevant, Time-Bound, Evaluate, and Reward! If you are not sure if your goals follow the SMARTER template, ask your partner! "
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 01:19:16","climatechange62645","This is the best team ever :-)"
"presence","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-04-21 01:19:25","climatechange62645","leave"
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:22:07","jeopardy151","Take 1 minute to assess each other's goals. Do each of the goals follow the SMARTER steps? How can your goals be improved? How can you help each other with your goals? "
"image","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:23:17","jeopardy151","https://i.imgur.com/4WCVqv3.png"
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:23:21","jeopardy151","If you'd like, please share your email address, social media, or phone number with each other to keep in contact after this activity. Your personal information will not be used in any way outside of this conversation. Remember to stick around to fill out the Google Form."
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:24:01","jeopardy151","IMPORTANT: Please copy and paste the following Google Form link into a new window or tab and fill out the form to mark your attendance for this activity..."
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:24:06","jeopardy151","https://forms.gle/LoH4qHHTG2paKWeA8"
"text","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:24:13","jeopardy151","Thank you for your participation! For further information about WGU Academy, FAQs, and more, please visit: https://academy.wgu.edu/."
"image","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:24:19","jeopardy151","https://i.imgur.com/TKQOU45.png"
"presence","Alice the Alpaca","undefined:undefined",\N,"2021-04-21 01:24:23","jeopardy151","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 01:24:55","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 01:42:02","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 01:42:58","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 02:13:14","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 02:14:10","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 02:14:12","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 02:15:09","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 02:48:05","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 02:49:02","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:24:34","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:26:06","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:26:08","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:27:05","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:27:10","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:28:48","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:29:01","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:30:01","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:30:15","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:31:16","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:31:29","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:32:31","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:32:35","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:34:26","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:34:29","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:35:31","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:35:54","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:37:29","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:37:31","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:38:33","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:38:37","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:39:49","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:39:55","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:40:58","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:41:01","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:42:04","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:42:10","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:43:21","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:43:35","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:44:37","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:44:38","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:45:51","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:45:58","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:47:20","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:47:35","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:49:02","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:49:06","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:50:08","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:50:20","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:51:24","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:51:30","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:52:38","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:52:53","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:54:04","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 03:54:21","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 03:55:25","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 04:26:23","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 04:27:19","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 04:57:56","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 04:59:26","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 04:59:31","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:00:34","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:00:39","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:01:41","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:01:56","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:03:28","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:03:39","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:05:05","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:05:20","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:06:29","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:06:44","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:07:43","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:07:55","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:08:58","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:09:00","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:10:01","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:10:09","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:11:07","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:11:11","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:12:22","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:12:28","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:13:39","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:14:00","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:15:07","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:15:10","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:16:56","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:17:11","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:18:22","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:18:29","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:19:40","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:19:57","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:21:09","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:21:15","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:22:17","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:22:29","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:23:24","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:23:46","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:24:42","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:24:47","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:25:50","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:25:54","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:26:56","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 05:27:01","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 05:28:10","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 06:06:13","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 06:45:58","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 06:46:17","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 06:48:17","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 06:48:50","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 06:50:04","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 06:50:08","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 06:51:03","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 06:51:07","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 06:52:10","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 06:52:13","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 06:53:19","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 06:53:34","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 06:54:37","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 06:54:42","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 06:56:04","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 06:56:10","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 06:57:11","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 06:57:27","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 06:58:44","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 06:58:56","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 07:00:09","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 07:00:29","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 07:01:25","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 07:01:37","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 07:02:49","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 07:03:01","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 07:04:04","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 07:04:39","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 07:05:54","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 07:06:09","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 07:07:23","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 07:07:26","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 07:08:38","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 07:08:54","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 07:09:58","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 07:10:11","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 07:11:15","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 07:11:18","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 07:12:29","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 07:12:34","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 07:13:49","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 07:13:52","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 07:15:18","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 07:15:20","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 07:48:18","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 07:48:20","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:27:57","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:28:02","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:30:07","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:30:08","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:31:11","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:31:16","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:32:18","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:32:21","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:33:24","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:33:40","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:34:45","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:34:47","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:36:00","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:36:22","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:37:26","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:37:40","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:38:42","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:38:56","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:40:28","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:40:42","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:42:20","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:42:22","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:43:35","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:43:53","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:44:56","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:45:00","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:46:02","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:46:16","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:47:28","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:47:43","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:48:56","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:49:17","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:50:24","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:50:38","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:51:51","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:51:55","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:53:18","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:53:23","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:54:36","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:54:41","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:55:44","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:55:46","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 08:56:49","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 08:57:01","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 09:28:09","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 09:28:17","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 10:05:21","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 10:05:25","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 10:06:23","climatechange62645","leave"
"presence","Chas","undefined:undefined","2","2021-04-21 10:06:44","climatechange62645","join"
"presence","Chas","undefined:undefined","2","2021-04-21 10:07:40","climatechange62645","leave"
