quality,similarity,unique words,length ratio
1,0.891971,14,0.227273
1,0.928346,20,0.038462
1,0.858510,15,0.178571
0,0.638715,3,0.200000
1,0.849980,12,0.157895
0,0.621527,8,0.000000
0,0.876423,20,0.260870
1,0.875063,20,0.160000
0,0.773228,4,0.454545
1,0.834726,13,0.111111
0,0.794877,8,0.058824
1,0.795683,11,0.181818
0,0.824107,8,0.176471
1,0.763294,11,0.190476
0,0.636284,1,0.100000
1,0.842697,13,0.047619
1,0.925269,15,0.052632
1,0.880483,15,0.095238
0,0.747047,7,0.150000
0,0.744597,6,0.285714
1,0.915787,15,0.105263
0,0.699082,3,0.333333
0,0.867955,9,0.000000
1,0.977205,21,0.000000
1,0.917869,15,0.352941
1,0.742516,6,0.416667
1,0.822266,9,0.047619
1,0.694878,5,0.000000
0,0.833422,13,0.115385
0,0.686179,9,0.111111
1,0.815998,6,0.000000
0,0.764727,15,0.227273
1,0.986943,19,0.000000
0,0.836138,11,0.111111
1,0.927583,7,0.000000
1,0.898499,23,0.153846
0,0.581730,3,0.285714
1,0.925717,15,0.000000
0,0.730436,5,0.333333
1,0.636495,6,0.200000
1,0.658280,5,0.250000
1,0.886876,18,0.241379
1,0.811711,12,0.280000
0,0.702587,7,0.266667
1,0.914368,17,0.000000
0,0.886384,13,0.318182
0,0.617131,5,0.076923
1,0.877360,14,0.050000
1,0.931764,16,0.208333
0,0.808306,9,0.200000
0,0.841446,14,0.055556
1,0.777892,16,0.068966
1,0.824755,12,0.368421
1,0.918214,16,0.142857
1,0.826893,7,0.000000
0,0.888576,14,0.444444
1,0.774432,7,0.090909
0,0.706377,6,0.157895
1,0.876686,10,0.052632
0,0.799603,8,0.461538
1,0.913305,14,0.222222
1,0.902285,18,0.181818
1,0.928792,16,0.238095
0,0.794454,7,0.058824
1,0.912497,16,0.000000
1,0.783822,6,0.133333
1,0.789432,12,0.181818
1,0.973188,14,0.000000
1,0.831647,6,0.062500
0,0.792609,12,0.142857
1,0.876856,10,0.055556
0,0.725942,5,0.058824
1,0.783388,10,0.142857
1,0.970985,18,0.000000
1,0.778762,11,0.000000
1,0.919950,15,0.000000
1,0.801142,12,0.176471
1,0.869453,17,0.115385
1,0.768763,9,0.125000
1,0.743453,6,0.333333
1,0.925462,22,0.178571
0,0.742613,7,0.083333
1,0.976770,19,0.043478
0,0.765312,4,0.076923
0,0.732062,6,0.150000
1,0.904101,17,0.160000
1,0.840929,8,0.076923
0,0.674467,5,0.076923
1,0.837891,13,0.100000
1,0.971865,21,0.000000
0,0.799522,10,0.318182
1,0.798822,7,0.187500
1,0.748619,9,0.333333
1,0.879004,15,0.047619
0,0.675897,6,0.066667
1,0.865113,19,0.130435
1,0.886725,11,0.062500
1,0.842350,14,0.105263
1,0.727212,6,0.230769
1,0.939405,9,0.000000
1,0.821928,14,0.120000
1,0.936804,13,0.000000
0,0.829777,15,0.368421
1,0.841013,7,0.181818
1,0.881934,15,0.222222
0,0.715724,5,0.235294
1,0.762852,10,0.062500
1,0.923123,21,0.066667
0,0.793582,6,0.000000
1,0.820731,12,0.000000
0,0.750317,10,0.136364
1,0.808624,6,0.230769
1,0.850869,9,0.294118
0,0.618322,6,0.000000
1,0.837967,18,0.000000
0,0.747824,4,0.235294
0,0.690914,2,0.250000
1,0.916382,20,0.037037
1,0.900781,17,0.115385
0,0.772480,5,0.000000
1,0.899521,14,0.166667
1,0.911374,18,0.111111
1,0.948499,19,0.074074
0,0.757130,7,0.350000
0,0.753106,11,0.320000
0,0.940543,11,0.266667
1,0.716794,11,0.115385
0,0.720424,7,0.428571
1,0.847936,15,0.136364
0,0.851789,10,0.055556
0,0.742758,6,0.150000
1,0.708475,8,0.066667
1,0.923383,13,0.111111
1,0.799978,9,0.210526
1,0.713240,8,0.307692
0,0.799203,9,0.250000
1,0.706261,10,0.150000
0,0.965057,15,0.227273
1,0.789052,13,0.086957
0,0.816313,9,0.307692
1,0.903024,16,0.100000
1,0.836462,16,0.040000
0,0.814621,15,0.080000
0,0.733161,7,0.062500
1,0.827709,9,0.066667
1,0.828435,7,0.250000
1,0.751992,8,0.076923
0,0.862155,12,0.291667
1,0.945985,20,0.217391
1,0.813251,14,0.000000
1,0.688970,7,0.416667
0,0.754276,7,0.312500
1,0.859230,10,0.111111
1,0.695452,6,0.294118
1,0.720216,5,0.555556
0,0.777696,7,0.294118
1,0.735028,8,0.210526
0,0.915727,11,0.375000
1,0.745697,10,0.047619
1,0.615343,5,0.111111
0,0.908447,15,0.315789
0,0.642962,5,0.230769
1,0.843795,11,0.272727
1,0.738991,9,0.333333
0,0.740329,7,0.277778
1,0.868719,5,0.157895
0,0.890568,12,0.200000
1,0.828300,15,0.038462
0,0.677710,1,0.166667
0,0.926915,13,0.000000
1,0.792078,12,0.043478
1,0.840894,14,0.142857
0,0.737113,11,0.280000
1,0.661684,6,0.066667
1,0.923241,17,0.086957
1,0.896138,18,0.107143
1,0.731141,11,0.080000
1,0.892519,15,0.043478
0,0.719770,8,0.200000
1,0.737076,4,0.272727
1,0.761116,9,0.157895
0,0.859799,15,0.148148
1,0.775008,12,0.000000
1,0.729506,9,0.375000
1,0.715246,6,0.000000
1,0.844433,6,0.066667
1,0.840209,12,0.352941
1,0.804639,10,0.052632
1,0.780554,12,0.238095
0,0.871932,11,0.333333
1,0.865582,9,0.190476
1,0.846152,16,0.333333
0,0.774108,13,0.400000
0,0.902324,10,0.000000
0,0.715886,9,0.285714
1,0.908422,21,0.000000
1,0.873965,19,0.100000
1,0.814212,9,0.125000
0,0.852999,19,0.000000
0,0.879991,16,0.368421
1,0.910859,9,0.052632
1,0.774524,9,0.466667
1,0.889213,11,0.000000
1,0.774963,5,0.200000
1,0.972448,19,0.076923
0,0.810156,10,0.000000
1,0.917647,13,0.000000
0,0.616319,6,0.000000
1,0.842366,13,0.136364
0,0.589137,4,0.307692
0,0.886223,16,0.444444
1,0.888786,15,0.090909
1,0.956436,15,0.100000
1,0.780824,9,0.045455
1,0.863310,8,0.235294
1,0.864468,17,0.125000
1,0.825096,15,0.000000
1,0.857360,7,0.000000
1,0.895023,16,0.181818
1,0.861722,10,0.333333
1,0.907826,17,0.368421
1,0.900874,14,0.142857
1,0.734335,9,0.000000
1,0.940595,7,0.000000
0,0.815202,9,0.117647
1,0.777810,10,0.117647
1,0.899538,14,0.000000
0,0.825789,13,0.176471
1,0.922864,15,0.411765
1,0.716827,8,0.136364
1,0.803770,12,0.043478
1,0.880042,13,0.095238
1,0.874376,17,0.250000
1,0.726477,8,0.187500
0,0.722992,10,0.217391
1,0.906225,20,0.071429
0,0.874326,15,0.086957
0,0.741226,8,0.000000
1,0.787521,10,0.176471
1,0.884723,15,0.047619
1,0.894614,19,0.285714
1,0.902703,21,0.208333
1,0.847169,15,0.250000
1,0.731035,5,0.230769
0,0.783494,4,0.272727
1,0.783021,10,0.176471
1,0.882935,15,0.130435
1,0.930737,19,0.071429
1,0.920874,15,0.000000
0,0.794269,11,0.181818
0,0.705278,6,0.266667
0,0.730622,5,0.357143
0,0.763372,10,0.157895
1,0.753410,8,0.066667
0,0.772008,6,0.142857
1,0.820909,12,0.117647
1,0.894598,17,0.111111
1,0.708800,5,0.117647
0,0.701754,8,0.062500
1,0.935410,12,0.266667
0,0.790148,10,0.142857
0,0.851016,13,0.045455
1,0.662481,4,0.166667
1,0.835648,15,0.000000
1,0.860314,13,0.047619
1,0.740082,9,0.227273
1,0.764261,5,0.272727
1,0.673786,1,0.200000
1,0.838370,6,0.090909
1,0.787194,8,0.238095
1,0.832110,7,0.545455
1,0.763524,8,0.285714
1,0.848416,8,0.375000
1,0.738884,11,0.050000
1,0.946056,20,0.173913
0,0.639804,4,0.166667
0,0.603336,5,0.076923
0,0.714061,3,0.285714
1,0.859070,12,0.111111
1,0.678368,7,0.000000
1,0.825857,7,0.052632
0,0.733929,12,0.200000
0,0.813274,10,0.312500
1,0.870727,17,0.185185
1,0.908809,13,0.120000
1,0.818364,12,0.200000
0,0.661925,5,0.666667
1,0.750885,7,0.071429
1,0.874961,13,0.105263
1,0.812081,12,0.055556
0,0.851792,13,0.280000
1,0.854018,9,0.055556
1,0.955112,14,0.117647
1,0.898316,19,0.272727
1,0.732843,5,0.200000
0,0.712639,8,0.142857
1,0.774199,9,0.250000
0,0.724820,5,0.000000
1,0.863485,16,0.185185
1,0.802877,11,0.227273
1,0.897381,20,0.076923
1,0.897570,18,0.153846
1,0.917307,18,0.041667
1,0.618475,3,0.307692
1,0.730943,12,0.250000
1,0.921009,21,0.038462
1,0.742853,8,0.250000
1,0.800388,11,0.466667
0,0.800341,14,0.000000
0,0.694622,3,0.272727
1,0.897116,17,0.034483
1,0.830800,15,0.000000
0,0.728427,8,0.150000
1,0.849590,6,0.083333
1,0.873053,12,0.181818
1,0.773744,12,0.045455
1,0.784602,9,0.000000
1,0.769477,11,0.238095
1,0.686542,6,0.083333
1,0.789236,8,0.133333
1,0.923340,16,0.000000
0,0.827484,11,0.040000
1,0.768968,6,0.176471
1,0.852578,9,0.350000
1,0.820894,13,0.200000
1,0.754759,13,0.380952
1,0.741546,7,0.176471
1,0.884260,15,0.368421
1,0.727592,12,0.185185
1,0.878081,16,0.000000
1,0.827083,11,0.105263
1,0.967497,18,0.086957
0,0.736469,8,0.000000
1,0.885568,21,0.160000
1,0.802903,7,0.111111
1,0.734509,8,0.250000
0,0.818046,12,0.250000
1,0.872208,16,0.043478
0,0.723991,5,0.230769
0,0.853687,9,0.461538
0,0.700506,6,0.117647
0,0.689904,6,0.071429
1,0.775601,11,0.181818
0,0.764841,8,0.176471
0,0.838307,10,0.176471
0,0.741433,7,0.055556
0,0.679416,8,0.294118
0,0.751926,8,0.272727
0,0.846354,10,0.500000
1,0.719660,8,0.294118
1,0.888368,16,0.000000
1,0.842753,13,0.052632
1,0.870791,15,0.000000
0,0.646902,6,0.142857
1,0.733157,7,0.111111
1,0.851263,14,0.166667
0,0.849700,6,0.222222
0,0.708859,3,0.111111
0,0.912266,15,0.208333
1,0.895040,16,0.315789
0,0.807743,8,0.133333
0,0.703546,7,0.052632
0,0.736656,11,0.083333
1,0.833487,17,0.000000
1,0.919632,17,0.038462
1,0.774948,8,0.357143
0,0.726260,6,0.066667
1,0.866582,13,0.200000
1,0.822900,14,0.200000
0,0.873868,8,0.142857
0,0.838868,9,0.050000
1,0.729230,7,0.062500
1,0.606926,3,0.200000
0,0.750453,6,0.142857
0,0.740876,10,0.160000
1,0.859192,12,0.181818
1,0.901890,17,0.178571
0,0.838648,16,0.178571
1,0.952950,18,0.045455
0,0.808955,11,0.133333
1,0.884633,19,0.120000
1,0.851103,17,0.206897
1,0.769098,7,0.142857
1,0.860875,9,0.166667
1,0.926102,20,0.041667
1,0.824339,9,0.000000
0,0.785166,9,0.285714
1,0.685362,6,0.357143
1,0.931604,21,0.076923
0,0.804130,6,0.357143
0,0.786281,11,0.074074
1,0.802016,9,0.222222
1,0.842082,12,0.000000
1,0.807043,13,0.043478
0,0.735685,5,0.071429
0,0.779800,8,0.176471
1,0.947680,21,0.037037
1,0.918515,12,0.052632
1,0.669989,4,0.076923
0,0.702485,5,0.454545
1,0.773267,5,0.250000
1,0.800792,8,0.166667
1,0.843148,20,0.000000
0,0.800712,7,0.000000
0,0.767972,9,0.200000
1,0.803766,7,0.181818
0,0.703709,7,0.210526
1,0.888952,13,0.000000
0,0.550681,2,0.400000
1,0.886196,9,0.277778
1,0.919306,18,0.120000
1,0.901373,23,0.000000
1,0.826168,10,0.000000
0,0.752776,6,0.000000
1,0.865270,17,0.034483
1,0.852450,12,0.105263
1,0.885971,14,0.227273
0,0.680313,5,0.263158
1,0.734862,7,0.058824
1,0.838551,16,0.142857
0,0.780519,8,0.333333
1,0.935512,21,0.000000
0,0.736103,6,0.166667
1,0.674724,7,0.250000
0,0.568223,4,0.222222
0,0.689533,8,0.315789
1,0.881132,13,0.312500
0,0.734032,4,0.500000
1,0.916074,13,0.250000
0,0.760665,10,0.529412
0,0.809516,6,0.111111
1,0.826822,7,0.222222
1,0.692392,7,0.307692
1,0.930821,15,0.388889
1,0.915632,14,0.086957
1,0.910276,14,0.437500
0,0.762222,13,0.350000
0,0.653996,4,0.214286
0,0.754752,8,0.066667
1,0.804418,10,0.150000
1,0.884315,15,0.190476
1,0.768902,9,0.071429
1,0.907908,12,0.263158
0,0.760480,13,0.208333
1,0.831514,8,0.000000
0,0.831016,10,0.111111
0,0.801529,8,0.272727
0,0.693540,5,0.307692
1,0.780300,8,0.125000
1,0.874650,20,0.066667
1,0.798063,15,0.380952
0,0.766117,11,0.200000
0,0.766030,13,0.178571
1,0.888555,11,0.105263
0,0.780892,6,0.333333
1,0.673305,9,0.160000
1,0.883105,20,0.206897
1,0.928778,13,0.176471
1,0.867988,12,0.000000
1,0.959631,10,0.307692
1,0.878302,13,0.050000
1,0.751385,7,0.227273
1,0.922796,19,0.037037
1,0.926406,20,0.038462
1,0.778341,6,0.200000
1,0.910012,17,0.000000
0,0.773118,13,0.181818
0,0.872504,17,0.217391
1,0.782399,8,0.157895
1,0.677512,4,0.090909
0,0.862414,11,0.357143
1,0.961613,23,0.074074
0,0.894706,14,0.500000
1,0.934655,15,0.230769
1,0.811684,9,0.333333
0,0.767750,6,0.153846
0,0.777706,7,0.142857
1,0.820380,7,0.466667
1,0.707873,8,0.000000
0,0.805867,10,0.090909
1,0.905398,13,0.000000
1,0.732272,7,0.000000
0,0.587544,5,0.071429
1,0.850804,16,0.090909
0,0.738778,5,0.333333
1,0.934707,12,0.125000
1,0.862853,13,0.200000
0,0.707678,6,0.235294
1,0.631382,5,0.416667
0,0.697472,5,0.400000
0,0.770036,4,0.375000
1,0.768531,8,0.500000
1,0.747986,5,0.357143
0,0.719820,10,0.214286
1,0.851894,15,0.181818
1,0.945860,18,0.038462
0,0.836580,11,0.150000
1,0.800959,12,0.035714
1,0.799314,9,0.111111
1,0.934196,11,0.300000
0,0.747271,12,0.148148
0,0.735393,6,0.066667
0,0.700658,7,0.294118
1,0.768178,12,0.071429
1,0.818722,13,0.210526
1,0.703185,5,0.230769
0,0.816669,11,0.280000
1,0.783561,13,0.310345
1,0.884392,16,0.000000
1,0.714567,5,0.076923
0,0.939107,17,0.000000
1,0.864975,14,0.466667
0,0.911309,13,0.437500
1,0.866435,10,0.040000
1,0.919616,20,0.217391
1,0.802904,10,0.333333
1,0.941175,21,0.076923
0,0.624460,5,0.125000
1,0.887762,17,0.222222
1,0.808513,9,0.055556
1,0.811550,10,0.166667
0,0.481462,2,0.090909
0,0.674824,6,0.062500
0,0.679268,5,0.000000
0,0.754810,9,0.428571
0,0.866155,11,0.222222
1,0.791692,7,0.071429
1,0.880236,14,0.166667
1,0.863639,16,0.111111
1,0.746521,8,0.055556
1,1.000000,4,0.000000
0,0.647800,5,0.250000
1,0.958379,24,0.034483
1,0.845188,15,0.259259
0,0.952119,18,0.210526
1,0.899425,17,0.000000
1,0.819998,15,0.000000
1,0.702648,5,0.250000
0,0.896948,16,0.250000
1,0.864703,11,0.100000
1,0.633788,4,0.083333
1,0.765805,6,0.200000
0,0.881008,17,0.307692
0,0.672027,6,0.142857
1,0.783030,4,0.250000
0,0.743290,7,0.187500
1,0.811911,12,0.055556
0,0.706078,7,0.230769
1,0.740707,9,0.277778
1,0.641704,6,0.250000
0,0.660092,5,0.263158
1,0.784898,7,0.000000
1,0.789136,10,0.125000
1,0.983772,19,0.083333
0,0.859115,10,0.375000
0,0.837286,15,0.346154
0,0.758174,12,0.222222
1,0.932039,18,0.192308
1,0.650964,5,0.000000
0,0.714619,12,0.318182
1,0.903376,13,0.181818
0,0.748560,7,0.117647
1,0.886798,15,0.111111
1,0.861910,8,0.000000
0,0.705030,6,0.500000
1,0.890899,10,0.125000
1,0.828965,9,0.142857
0,0.781187,8,0.250000
0,0.715501,4,0.250000
1,0.885756,12,0.083333
1,0.898399,18,0.250000
1,0.842450,17,0.160000
1,0.855391,10,0.210526
1,0.905269,17,0.043478
1,0.820352,9,0.062500
0,0.899841,16,0.047619
1,0.830323,14,0.047619
1,0.842434,17,0.037037
1,0.761793,6,0.086957
1,0.788748,12,0.200000
0,0.742455,6,0.272727
0,0.656172,3,0.000000
1,0.952466,14,0.055556
1,0.791187,11,0.055556
1,0.901183,12,0.200000
1,0.857856,14,0.041667
1,0.832310,19,0.071429
0,0.797812,10,0.117647
1,0.872744,10,0.133333
1,0.880677,7,0.214286
1,0.816179,11,0.555556
1,0.908880,22,0.034483
0,0.769947,6,0.071429
0,0.853366,6,0.181818
0,0.869500,16,0.125000
1,0.689980,5,0.333333
0,0.822447,15,0.227273
1,0.691050,8,0.294118
1,0.760619,2,0.000000
1,0.929600,18,0.200000
0,0.855934,8,0.000000
1,0.746708,8,0.000000
1,0.701420,5,0.300000
0,0.810039,10,0.615385
0,0.866864,9,0.461538
1,0.926922,15,0.315789
0,0.726121,5,0.230769
1,0.692654,12,0.074074
0,0.794734,8,0.083333
1,0.935379,19,0.120000
1,0.743441,7,0.272727
0,0.710929,6,0.277778
1,0.788440,8,0.055556
0,0.762833,10,0.300000
1,0.906728,18,0.040000
1,0.820802,9,0.200000
1,0.864321,17,0.080000
1,0.935353,20,0.142857
1,0.941094,13,0.210526
1,0.845033,13,0.130435
0,0.814367,9,0.400000
1,0.746776,12,0.076923
1,0.940527,20,0.120000
0,0.724798,13,0.142857
0,0.721830,11,0.045455
0,0.745723,7,0.294118
1,0.771229,11,0.227273
0,0.895975,15,0.333333
0,0.688888,5,0.428571
1,0.960216,15,0.166667
1,0.788224,9,0.095238
1,0.866623,6,0.200000
0,0.663949,8,0.062500
0,0.662145,2,0.181818
0,0.697985,6,0.117647
1,0.913555,15,0.150000
1,0.852041,13,0.000000
1,0.815961,7,0.055556
1,0.864325,11,0.266667
1,0.947732,19,0.000000
1,0.813498,11,0.125000
0,0.632656,5,0.294118
0,0.582366,3,0.083333
0,0.726149,5,0.500000
1,0.942062,17,0.100000
0,0.843768,16,0.222222
1,0.926393,11,0.312500
1,0.895427,20,0.040000
1,0.900660,19,0.074074
1,0.811750,14,0.047619
0,0.857482,17,0.000000
0,0.713715,13,0.160000
1,0.855697,11,0.142857
1,0.758681,5,0.076923
0,0.881603,12,0.320000
0,0.820980,7,0.117647
1,0.942618,20,0.086957
0,0.834071,13,0.000000
1,0.782677,12,0.157895
0,0.804471,6,0.294118
0,0.884475,15,0.473684
1,0.931388,17,0.214286
1,0.729807,7,0.071429
0,0.698964,7,0.312500
1,0.685969,4,0.000000
0,0.749668,5,0.294118
1,0.864100,12,0.400000
0,0.804461,7,0.210526
0,0.873121,13,0.192308
1,0.929520,18,0.333333
1,0.936284,18,0.272727
0,0.848149,11,0.166667
1,0.759143,8,0.000000
1,0.934128,20,0.380952
0,0.798100,10,0.181818
1,0.787669,12,0.052632
1,0.862856,9,0.357143
1,0.873999,13,0.000000
0,0.710758,5,0.133333
1,0.823965,13,0.107143
1,0.955474,18,0.050000
1,0.765897,7,0.307692
1,0.825747,16,0.148148
0,0.725338,9,0.263158
1,0.827186,17,0.130435
1,0.939270,13,0.105263
0,0.725751,6,0.117647
1,0.836544,14,0.095238
1,0.903140,17,0.166667
0,0.766082,7,0.266667
0,0.842708,9,0.277778
1,0.990210,15,0.052632
1,0.886745,14,0.090909
1,0.897466,15,0.181818
0,0.736690,6,0.083333
1,0.761225,9,0.000000
1,0.951460,8,0.315789
0,0.853373,18,0.250000
1,0.834583,9,0.130435
1,0.645714,6,0.230769
0,0.705978,8,0.125000
0,0.747813,5,0.142857
1,0.855423,19,0.035714
0,0.819156,9,0.071429
1,0.920079,15,0.050000
0,0.828268,10,0.285714
1,0.895444,11,0.000000
1,0.808080,9,0.363636
1,0.879801,17,0.040000
1,0.827132,14,0.240000
0,0.657259,5,0.071429
1,0.733107,7,0.133333
1,0.924822,12,0.052632
1,0.718214,6,0.428571
1,0.705282,6,0.200000
1,0.885263,16,0.136364
0,0.684912,7,0.307692
1,0.657529,0,0.200000
1,0.931602,15,0.052632
1,0.845609,12,0.043478
1,0.931690,14,0.260870
0,0.882671,17,0.400000
1,0.823034,14,0.045455
0,0.701134,3,0.400000
0,0.617322,3,0.111111
0,0.900437,8,0.250000
1,0.885915,17,0.107143
1,0.867342,16,0.136364
