quality,unique_words,length_ratio,sim_0,negations,neg_parity,unusuals_0,unusual_ratio_0,sim_1,unusuals_1,unusual_ratio_1,sim_2,unusuals_2,unusual_ratio_2,sim_3,unusuals_3,unusual_ratio_3,sim_4,unusuals_4,unusual_ratio_4,max_sim,min_sim,line,text
Yes,1.043478,0.173913,0.983812543,0,0,0,1,0.879801055,0,1,0.947954677,1,0.666666667,0.986442659,1,0.666666667,0.984346358,1,0.666666667,0.986442659,0.879801055,1317,"SARS has also taken a toll on Taiwan's economy, as it has on economies across the region, hammering consumer spending and leaving shops, restaurants and airports empty. | SARS has also taken a toll on Taiwan's economy, hammering consumer spending, with shops, restaurants and airports empty while people stay at home."
Yes,1.3125,0.375,0.898879304,1,1,0,1,0.821160941,1,0.75,0.992045726,0,1,0.996397616,0,1,0.90296935,0,1,0.996397616,0.821160941,1318,"Minister Saud al-Faisal visit was disclosed Monday by two administration officials who discussed it on condition of not being identified by name. | Minister Saud al-Faisal's visit was disclosed by two administration officials, who spoke on condition of anonymity."
No,1,0.04,0.893426047,0,0,14,0,0.863950368,14,0.176470588,0.956623739,15,0,0.971803541,15,0,0.994740524,15,0,0.994740524,0.863950368,1319,"Spot gold was quoted at $367.90/368.60 an ounce at 1000 GMT, having marched up to $369.50 -- a level not seen since February 10. | Spot gold was quoted at $358.65/359.15 an ounce at 0500 GMT, having darted as high as $359.25 -- a level not seen since February 25."
Yes,1.307692,0.384615,0.939202665,0,0,0,1,0.802893004,0,1,0.664040166,0,1,0.908243087,0,1,0.997391613,0,1,0.997391613,0.664040166,1320,Parson has been charged on one count of intentionally causing or attempting to cause damage to a computer. | Parson faces one federal count of intentionally causing damage to a protected computer.
No,1.066667,0.058824,0.886570973,0,0,1,0,0.808506836,4,0.2,0.917159084,2,0,0.912779816,2,0,0.515684337,2,0,0.917159084,0.515684337,1321,She appeared in federal court there Monday and was expected to be transferred to Houston in two weeks. | Holloway surrendered in Cleveland on Friday and was expected to be transferred to Houston in two weeks.
Yes,0.888889,0.15,0.914290244,0,0,1,0.5,0.874168887,4,0.333333333,0.819206304,1,0.666666667,0.988210456,1,0.666666667,0.98238728,1,0.666666667,0.988210456,0.819206304,1322,"There is, however, no photo of Peter Hollingworth in the June issue examined by the Herald yesterday. | There is, however, no photograph of Dr Hollingworth in the June issue of the magazine examined by The Age yesterday."
Yes,1,0,0.949343848,0,0,1,0.666666667,0.910328357,4,0.333333333,0.84216888,1,0.75,0.988139598,1,0.75,0.980987043,1,0.75,0.988139598,0.84216888,1323,"The bank also said its offer was subject to the agreement of Drax's senior banks, senior bond holders and hedging banks by 30 September 2003. | The offer is also subject to Goldman signing an agreement with Drax's senior banks, senior bond holders and hedging banks by Sept. 30, it said."
Yes,0.8125,0.1875,0.814370444,0,0,1,0,0.744750499,2,0.333333333,0.980697328,2,0,0.677347467,2,0,0.761609405,2,0,0.980697328,0.677347467,1324,"Hill, 50, would be the first person executed for killing an abortion doctor. | On Wednesday, Hill is scheduled to become the first person executed for murdering an abortion doctor."
No,1.25,0.294118,0.855069556,0,0,5,0,0.798396449,8,0.111111111,0.990208605,6,0,0.937930521,6,0,0.933295426,6,0,0.990208605,0.798396449,1325,"On Jan. 10, Shawanda Denise McCalister, who was also pregnant, was found bound and strangled in her apartment in the same neighbourhood. | On Jan. 1, Nikia Shanell Kilpatrick, who was pregnant, was found bound and strangled in her apartment."
Yes,1.043478,0.076923,0.960859046,0,0,1,0,0.883004333,5,0,0.966026982,2,0.5,0.96973765,2,0.5,0.955258298,2,0.5,0.96973765,0.883004333,1326,"It ended a diplomatic drought between the two nations, at odds for months over North Korea's nuclear program and American demands that it cease. | The contact between the delegations ended a diplomatic drought between the two nations, at odds over the nuclear program and U.S. demands that it cease immediately."
Yes,1.4,0.375,0.901544914,0,0,0,1,0.805697949,1,0.75,0.895944324,0,1,0.84923839,0,1,0.977734519,0,1,0.977734519,0.805697949,1327,"The Centers for Medicare and Medicaid Services, the federal agency that runs Medicare, last year began a similar effort for nursing homes. | The Centers for Medicare and Medicaid launched a similar consumer tool for nursing homes last year."
No,0.72,0.285714,0.911428831,0,0,0,1,0.87083943,0,1,0.84807341,3,0.5,0.971456855,3,0.5,0.975556612,3,0.5,0.975556612,0.84807341,1328,"Scientists have reported a 90 percent decline in large predatory fish in the world's oceans since a half century ago. | Scientists reported a 90 percent decline in large predatory fish in the world's oceans since a half-century ago, a dire assessment that drew immediate skepticism from commercial fishers."
No,0.95,0.05,0.864737806,0,0,4,0.555555556,0.773071779,7,0.461538462,0.819701033,5,0.5,0.959795178,5,0.5,0.959026854,5,0.5,0.959795178,0.773071779,1329,"The Nasdaq composite index fell 25.17, or 1.4 percent, to 1,792.07 following a loss of 26.46 the previous session. | The technology-laced Nasdaq Composite Index .IXIC dropped 25.17 points, or 1.39 percent, to 1,792.07, based on the latest available figures."
Yes,1.166667,0.166667,0.914847358,0,0,0,1,0.845791441,1,0.75,0.702479775,1,0,0.872435531,1,0,0.813063587,1,0,0.914847358,0.702479775,1330,"Congress twice before passed similar restrictions only to see President Bill Clinton veto them. | Congress twice passed similar bills, but then-President Clinton vetoed them both times."
Yes,1,0.090909,0.784603501,0,0,0,1,0.775764364,2,0.6,0.798564021,3,0.4,0.960001737,3,0.4,0.953433465,3,0.4,0.960001737,0.775764364,1331,"He said they were in distress, said Kingsville Police Chief Sam Granato. | We're asphyxiating,' '' said Sam Granato, chief of the Kingsville police."
Yes,1,0,0.926080148,0,0,1,0.75,0.914367764,1,0.833333333,0.943861987,1,0.8,0.993649569,1,0.8,0.991939823,1,0.8,0.993649569,0.914367764,1332,"Calvin Hollins Jr.'s attorney, Thomas Royce, has repeatedly said his client had no link with the company that owned and operated E2. | The lawyer for Hollins Jr., Thomas Royce, has said his client had no link to the company that owned and operated E2."
Yes,0.769231,0.333333,0.904546066,0,0,0,1,0.78728077,2,0,0.857258994,0,1,0.948527743,0,1,0.936151016,0,1,0.948527743,0.78728077,1333,"But none of them opposed the idea outright, ministers said. | But none of the ministers opposed Mr. Powell's suggestion outright on Thursday, the ministers said."
Yes,1,0.043478,0.979258642,0,0,0,1,0.933846893,0,1,0.90078896,1,0.5,0.966895322,1,0.5,0.978228296,1,0.5,0.979258642,0.90078896,1334,"No one has been killed in the attacks, which have continued despite major setbacks for al Qaeda in a battle with Saudi security forces. | No one has been killed in the recent attacks, which have continued despite serious setbacks for al-Qaeda following battles with Saudi security forces."
Yes,0.833333,0.153846,0.914696871,0,0,2,0,0.720366938,2,0,0.918037191,2,0,0.972462535,2,0,0.987806882,2,0,0.987806882,0.720366938,1335,"The company also earned 14 cents a share a year earlier. | A year ago, the company posted a profit of 12 cents a share."
Yes,0.882353,0.166667,0.943227967,0,0,1,0,0.81035264,2,0,0.761665827,1,0,0.558176353,1,0,0.778794435,1,0,0.943227967,0.558176353,1336,"That ought to be the standard — not how many people sign up,"" he said. | That ought to be the standard, not how many people actually signed up, Mr. Rule told the judge."
No,1.4,0.4,0.787609592,0,0,1,0,0.676706817,1,0.5,0.671172579,3,0.25,0.943270519,3,0.25,0.917890725,3,0.25,0.943270519,0.671172579,1337,"Among three major candidates, Schwarzenegger is wining the battle for independents and crossover voters. | Schwarzenegger picks up more independents and crossover voters than Bustamante."
Yes,0.92,0.111111,0.951459907,0,0,0,1,0.897751395,0,1,0.978403089,4,0.2,0.955383602,4,0.2,0.961404666,4,0.2,0.978403089,0.897751395,1338,"The chief merchandising officer decides what the store is going to sell, giving it a signature to attract shoppers and hopefully lure them back. | The chief merchandising officer decides what the store is going to sell, giving it that signature that draws in shoppers and brings them back again and again."
Yes,1.125,0.176471,0.904138349,0,0,2,0.333333333,0.831764698,4,0.2,0.991431643,2,0.333333333,0.959980626,2,0.333333333,0.887295232,2,0.333333333,0.991431643,0.831764698,1339,"For customers to get the most of the Internet, several factors are crucial, Pierre Danon, CEO of BT's retail unit. | For customers to get the most out of the internet, several factors are crucial, Mr Danon said."
No,1.333333,0.416667,0.872114428,0,0,4,0,0.762444299,6,0,0.941422652,4,0,0.852330874,4,0,0.883140033,4,0,0.941422652,0.762444299,1340,"A representative for Phoenix-based U-Haul declined to comment on the case before the judge's opinion was released. | Anthony Citrano, a representative for WhenU, declined to comment on the case."
No,0.941176,0.055556,0.894522677,0,0,1,0.666666667,0.784422296,1,0.666666667,0.827809342,1,0.75,0.997724483,1,0.75,0.991752023,1,0.75,0.997724483,0.784422296,1341,"Vivace was founded in 1999 and has raised over $118 million in three rounds of venture financing. | During difficult times for technology venture capital, Vivace raised over $118 million in three rounds of venture financing."
Yes,1,0,0.883572652,0,0,1,0.75,0.793371104,1,0.8,0.930109621,2,0.6,0.979367856,2,0.6,0.958349165,2,0.6,0.979367856,0.793371104,1342,"He has also directed ""The Flintstones,"" ""Beethoven,"" and ""Jingle All The Way."" | Levant's other credits include ""The Flintstones,"" ""Jingle All the Way"" and ""Beethoven."""
Yes,1.05,0.05,0.949888447,0,0,0,1,0.899417665,0,1,0.860317856,2,0.5,0.991097274,2,0.5,0.994261998,2,0.5,0.994261998,0.860317856,1343,"As he left court, McCartney cast one long angry glare at Amrozi, who almost hid behind his lawyer to the side. | As he left the court, McCartney cast a long, angry glare at Amrozi, who tried to hide behind his lawyer."
Yes,0.933333,0,0.926146797,0,0,0,1,0.779372681,1,0,0.872676909,0,1,0.956989712,0,1,0.851694377,0,1,0.956989712,0.779372681,1344,"We are starting the epidemic with more cases and more areas affected than last year.	It indicates we are starting the epidemic with more cases than last year,"" Gerberding said. | "
No,1.5,0.5,0.883286837,0,0,7,0.222222222,0.820394071,7,0.416666667,0.834936084,7,0.222222222,0.99641193,7,0.222222222,0.96818519,7,0.222222222,0.99641193,0.820394071,1345,"The Dow Jones industrial average <.DJI> added 28 points, or 0.27 percent, at 10,557, hitting its highest level in 21 months. | The Dow Jones industrial average <.DJI> rose 49 points, or 0.47 percent, to 10,578."
Yes,1.041667,0.083333,0.959577133,0,0,0,1,0.860646533,1,0.9,0.908466468,0,1,0.998153011,0,1,0.981064348,0,1,0.998153011,0.860646533,1346,"The $19.50-a-share bid, comes two days after PeopleSoft revised its bid for smaller rival J.D. Edwards & Co. JDEC.O to include cash as well as stock. | Oracle's $19.50-a-share bid comes two days after PeopleSoft added cash to its original all-share deal with smaller rival J.D. Edwards & Co. JDEC.O ."
Yes,1.076923,0.076923,0.952425357,0,0,0,1,0.85601058,1,0.75,0.998105263,0,1,0.955158138,0,1,0.908467167,0,1,0.998105263,0.85601058,1347,"CIA Director George Tenet said the two men were ""defined by dedication and courage."" | [They] were defined by dedication and courage, said the CIA's director George Tenet."
Yes,0.928571,0.133333,0.853860735,0,0,0,1,0.670820516,1,0.5,0.925772597,0,1,0.866557972,0,1,0.913019675,0,1,0.925772597,0.670820516,1348,The FTC also asked the judge to suspend his ruling pending its appeal. | The FTC asked the court Wednesday to block the ruling and filed for an appeal.
Yes,1,0.043478,0.947410361,0,0,2,0,0.883333083,2,0.5,0.92624038,3,0,0.894756511,3,0,0.935835292,3,0,0.947410361,0.883333083,1349,"Gerry Kiely, a EU agriculture representative in Washington, said EU ministers were invited but canceled because the union is closing talks on agricultural reform. | The EU's agriculture representative in Washington said EU ministers were invited but canceled because the union is wrapping up talks on agricultural reform."
Yes,0.913043,0.125,0.92283885,0,0,0,1,0.901894988,1,0.8,0.993728165,0,1,0.997780976,0,1,0.955137348,0,1,0.997780976,0.901894988,1350,The Democratic candidates also began announcing their fund-raising totals before Wednesday's deadline to file quarterly reports with the Federal Election Commission. | The Democratic candidates also began announcing their fund-raising totals in advance of the deadline today to file quarterly reports with the Federal Election Commission.
Yes,1.1,0.285714,0.873204341,0,0,1,0,0.804775376,1,0.5,0.90657373,5,0.285714286,0.970928293,5,0.285714286,0.975681475,5,0.285714286,0.975681475,0.804775376,1351,"Even the pizza man took part, delivering a flier with the missing girl's picture along with the pizza and a two-liter bottle of Pepsi to Cruz's house. | Even the pizza delivery took part, unwittingly delivering a leaflet with the missing girl's picture during his run to Cruz's house."
Yes,0.75,0.25,0.954149312,0,0,0,1,0.914051393,0,1,0.922180034,2,0.714285714,0.975869179,2,0.714285714,0.988380867,2,0.714285714,0.988380867,0.914051393,1352,"The Institute for Supply Management said its index of non-manufacturing activity rose to 50.7 from 47.9 in March. | The Institute for Supply Management said its index of non-manufacturing activity rose to 50.7, bouncing back from a one-month contraction in March at 47.9."
Yes,1,0,0.966824282,0,0,0,1,0.941755506,0,1,0.999631568,3,0,0.974162419,3,0,0.953553571,3,0,0.999631568,0.941755506,1353,"It will also boost SuSE's sales reach worldwide and enhance HP's Linux business, they said. | The deal also boosts SuSE's sales reach worldwide and enhances HP's Linux business, they said."
No,1.555556,0.5,0.887824304,0,0,1,0.666666667,0.792373393,7,0.363636364,0.930842424,2,0.5,0.947870482,2,0.5,0.96885372,2,0.5,0.96885372,0.792373393,1354,Sun Microsystems Inc. on Thursday said it had added 100 new third-party systems and 100 new components to its Hardware Compatibility List for the Solaris x86 operating system Platform Edition. | The vendor has added 100 new third-party systems and 100 new components to the operating system's Hardware Compatibility List (HCL).
Yes,1.176471,0.166667,0.911281618,0,0,3,0,0.848934925,4,0,0.955343695,4,0.2,0.964842423,4,0.2,0.958335861,4,0.2,0.964842423,0.848934925,1355,"To create the condyle, Dr Mao and colleague Adel Alhadlaq used adult stem cells taken from the bone marrow of rats. | He and a colleague created the articular condyle using stem cells taken from the bone marrow of rats."
No,1.333333,0.333333,0.836646898,0,0,6,0,0.748470125,7,0.222222222,0.999321154,6,0,0.984369086,6,0,0.968464403,6,0,0.999321154,0.748470125,1356,"New research indicates that some 540,000 high-tech jobs were lost in the United States during 2002. | In 2001, there were 6.5 million high-tech jobs in the United States."
Yes,0.8,0.24,0.975076408,0,0,1,0.75,0.918097331,1,0.75,0.974806247,1,0.8,0.98783671,1,0.8,0.983866051,1,0.8,0.98783671,0.918097331,1357,"Of personal vehicles, 57 percent are cars or station wagons, 21 percent vans or SUVs, 19 percent light trucks. | Of all personal vehicles, 57 percent are cars or station wagons, 21 percent are vans or sport utility vehicles and 19 percent are light trucks."
Yes,0.96,0.04,0.981985437,0,0,0,1,0.964960833,0,1,0.965068613,0,1,0.99994247,0,1,0.911614295,0,1,0.99994247,0.911614295,1358,"Network security products maker Secure Computing Inc. said Tuesday it is acquiring content-filtering vendor N2H2 for $20 million, furthering consolidation in an already-competitive market. | Network security products maker Secure Computing said Tuesday it is acquiring content filtering firm N2H2 for $20 million, furthering consolidation in an already competitive market."
No,1.142857,0.238095,0.827839497,0,0,3,0.571428571,0.722849675,8,0.466666667,0.813084255,6,0.454545455,0.940860269,6,0.454545455,0.927733701,6,0.454545455,0.940860269,0.722849675,1359,"Mel Gibson's passion-stirring Biblical epic ""The Passion of Christ"" will open in the United States on Feb. 25 - Ash Wednesday on the Roman Catholic calendar. | Mel Gibson is negotiating with Newmarket Films to distribute his embattled Biblical epic ""The Passion of Christ"" in the United States."
Yes,0.88,0.148148,0.978138094,0,0,0,1,0.882156114,2,0.666666667,0.881316576,1,0.8,0.994454855,1,0.8,0.939979115,1,0.8,0.994454855,0.881316576,1360,"Justice John Paul Stevens compared the interrogation of Martinez to ""an attempt to obtain an involuntary confession from a prisoner by torturous methods."" | Writing for the minority, Justice John Paul Stevens said the interrogation was akin to ""an attempt to obtain an involuntary confession from a prisoner by torturous methods."""
Yes,1.666667,0.666667,0.654166219,0,0,1,0,0.641288683,2,0.5,0.724258059,1,0,0.898428064,1,0,0.656087253,1,0,0.898428064,0.641288683,1361,"Illinois State Police accident reconstruction experts were investigating the cause. | State Police were investigating, Vazzi said."
Yes,0.925926,0.071429,0.969574698,0,0,0,1,0.917101344,0,1,0.889808093,1,0.8,0.995248659,1,0.8,0.987266854,1,0.8,0.995248659,0.889808093,1362,Prosecutors said PW Marketing violated the state's 1998 anti-spam law by sending unsolicited e-mail without a toll-free number for recipients to call to stop additional mailings. | Prosecutors said PW Marketing violated the 1998 anti-spam law because these unsolicited e-mails were sent without a free call number for recipients to phone to stop additional mailings.
Yes,0.863636,0.111111,0.957290434,0,0,1,0,0.953475425,2,0,0.991753159,1,0.75,0.984058109,1,0.75,0.980524637,1,0.75,0.991753159,0.953475425,1363,"They were released to authorities after officers delivered the soda to the gunman, using a long stick to pass the six-pack through a door. | They were released to authorities after officers delivered a six-pack of Dr Pepper to the gunman, using a long stick to pass the soda through a door."
No,0.818182,0.181818,0.90719639,0,0,1,0.666666667,0.837698876,3,0.5,0.90794727,1,0.666666667,0.950613584,1,0.666666667,0.911356519,1,0.666666667,0.950613584,0.837698876,1364,"The children were last seen July 4 at a fireworks display in Concord with their father, Manuel Gehring. | Authorities believe the children, who were last seen with their father at a fireworks display in Concord on July 4, are dead."
No,1.166667,0.071429,0.888846357,0,0,2,0.333333333,0.762228949,3,0.625,0.945273774,2,0.333333333,0.974367225,2,0.333333333,0.93963997,2,0.333333333,0.974367225,0.762228949,1365,The hall will be home to the Los Angeles Philharmonic and the LA Master Chorale. | The Los Angeles Master Chorale and the Los Angeles Philharmonic Brass Ensemble also performed.
No,1,0.047619,0.942105142,0,0,1,0,0.834716639,2,0.333333333,0.9758702,2,0.333333333,0.9700005,2,0.333333333,0.987192537,2,0.333333333,0.987192537,0.834716639,1366,The Neighbours star and singer spent yesterday resting at her family home in Sydney and will have more tests today. | Goodrem spent yesterday resting in her family home in Sydney and will have more tests today to determine her exact treatment.
Yes,1.111111,0.222222,0.953321769,0,0,0,1,0.940240031,0,1,0.849694734,0,1,0.997089011,0,1,0.774884999,0,1,0.997089011,0.774884999,1367,Kerry Kennedy Cuomo and Andrew Cuomo have been married 13 years. | Andrew Cuomo and Kerry Kennedy were married 13 years.
Yes,1.1,0.2,0.929127082,0,0,1,0,0.915989547,4,0.555555556,0.996929923,1,0,0.809375019,1,0,0.877519043,1,0,0.996929923,0.809375019,1368,"The Senate majority leader, Bill Frist, Republican of Tennessee, said he hoped Congress would finish work on the legislation by the end of September. | The Senate majority leader, Bill Frist, R-Tenn., said he hoped Congress would finish work on the legislation by late September."
No,1.1,0.1,0.900119619,0,0,2,0,0.807099136,2,0,0.872769734,2,0,0.467027785,2,0,0.619573498,2,0,0.900119619,0.467027785,1369,"The crime report surveyed 11,600 police and law enforcement agencies nationwide. | The report details crime reported to law enforcement agencies statewide."
No,0.894737,0.190476,0.909411015,0,0,0,1,0.818316606,0,1,0.957887961,2,0.666666667,0.98379917,2,0.666666667,0.968921342,2,0.666666667,0.98379917,0.818316606,1370,"The state wants to lower wolf numbers in approximately a 1,700-square-mile area near the village of McGrath. | The state wants to kill the wolves in approximately a 1,700-square-mile area near McGrath to establish a moose nursery of sorts."
Yes,1.25,0.25,0.807160722,0,0,1,0.5,0.753676933,1,0.5,0.977432576,1,0.5,0.97074025,1,0.5,0.958768771,1,0.5,0.977432576,0.753676933,1371,It was expected to raise the $90 million McGreevey expected. | The tax is expected to raise $90 million.
No,1.416667,0.416667,0.819868514,0,0,6,0,0.678568913,10,0.230769231,0.916631645,6,0,0.955892336,6,0,0.949739095,6,0,0.955892336,0.678568913,1372,"The 3 rd Armored Cavalry Regiment is 5,200 strong and the largest combat unit at Fort Carson. | Broomhead, 34, was assigned to the 2nd Squadron, 3rd Armored Cavalry Regiment."
Yes,1.083333,0.083333,0.97125887,0,0,0,1,0.962405083,0,1,0.997476334,1,0.75,0.983281724,1,0.75,0.942540004,1,0.75,0.997476334,0.942540004,1373,"O'Donnell wrote in her autobiography, ""Find Me,"" that she was ""an abused child."" | In her autobiography, ""Find Me,"" O'Donnell wrote, ""I was an abused kid."
Yes,1.1,0.136364,0.941789927,0,0,0,1,0.791690314,5,0,0.849357256,2,0.333333333,0.965480245,2,0.333333333,0.936074195,2,0.333333333,0.965480245,0.791690314,1374,"The risk of inflation becoming undesirably low remains the predominant concern for the foreseeable future, the Fed said in a statement accompanying the unanimous decision. | The risk of inflation becoming undesirably low remains the predominant concern for the foreseeable future, the policy-setting Federal Open Market Committee said."
No,0.823529,0.176471,0.85264162,0,0,4,0,0.800777844,7,0.3,0.970315423,4,0,0.777077684,4,0,0.789613978,4,0,0.970315423,0.777077684,1375,"The poll, conducted by KRC Communications Research of Newton, was taken Wednesday and Thursday. | The poll of 405 registered Massachusetts voters was conducted Wednesday through Friday by RKM Research and Communications."
No,0.722222,0.277778,0.783255713,0,0,0,1,0.762892057,2,0.714285714,0.804595643,1,0.8,0.991909228,1,0.8,0.992790049,1,0.8,0.992790049,0.762892057,1376,"It is bad for Symbian, said Per Lindberg, analyst at Dresdner Kleinwort Wasserstein. | Motorola has displayed clear disloyalty to Symbian, said Per Lindberg, an analyst at Dresdner Kleinwort Wasserstein in London."
Yes,0.92,0.148148,0.913183188,0,0,1,0,0.821353656,5,0.166666667,0.994149178,3,0,0.927630129,3,0,0.915671741,3,0,0.994149178,0.821353656,1377,Pressure also came last night from religious circles as three Anglican bishops said it was time for their former colleague to step down. | The pressure on Peter Hollingworth to resign as Governor-General intensified last night as three Anglican bishops said it was time for their former colleague to step down.
Yes,0.894737,0.192308,0.999468778,0,0,0,1,0.944016071,5,0.444444444,0.902033227,0,1,1,0,1,0.984325447,0,1,1,0.902033227,1378,"The attack on the al-Rashid Hotel, during the visit of Deputy Defence Secretary Paul Wolfowitz underscores the nature of the problem. | The attack on the Rashid Hotel on Sunday, during the visit of the deputy secretary of defense, Paul D. Wolfowitz, underscores the nature of the problem."
Yes,1.263158,0.263158,0.961776611,0,0,0,1,0.860466497,3,0.25,0.86301799,0,1,0.945968217,0,1,0.936907178,0,1,0.961776611,0.860466497,1379,"He would often call me for advice, said Ronald L. Kuby, a friend and well-known lawyer who had represented him in the harassment case. | He would often call me for advice, said lawyer Ron Kuby, a friend who had represented him in court."
Yes,0.944444,0.052632,0.854954246,0,0,0,1,0.800733586,3,0.4,0.907105965,1,0.5,0.934881282,1,0.5,0.939717752,1,0.5,0.939717752,0.800733586,1380,"The United States wants the measure passed by June 3, when the oil-for-food program needs to be renewed. | The Bush administration wants the measure approved by June 3, when the existing oil-for-food program is up for renewal."
Yes,0.954545,0.041667,0.956796284,0,0,1,0,0.893948877,6,0.5,0.971383898,1,0,0.945032304,1,0,0.953124575,1,0,0.971383898,0.893948877,1381,"Police spokesman Brig. Gen. Edward Aritonang confirmed Saturday that another two had been arrested, one in Jakarta and another in Magelang, Central Java. | Brigadier General Edward Aritonang, a police spokesman, confirmed yesterday that another two had been arrested, one in Jakarta and another in Magelang, Central Java."
Yes,0.88,0.178571,0.895464634,0,0,3,0.25,0.818526795,5,0.375,0.998758779,5,0.166666667,0.978400313,5,0.166666667,0.977136942,5,0.166666667,0.998758779,0.818526795,1382,"Late last year, for example, more than 1800 US soldiers were placed in Djibouti to conduct counter-terrorism operations in the Horn of Africa. | Since late last year, for example, more than 1,800 members of the American military have been placed in Djibouti to conduct counterterrorism operations in the Horn of Africa."
No,1.266667,0.266667,0.840760323,0,0,0,1,0.72630187,0,1,0.927860031,2,0.5,0.959101941,2,0.5,0.892274833,2,0.5,0.959101941,0.72630187,1383,"I think it should have been released years ago, said Brian Rohrbough, whose son, Daniel, was killed at Columbine. | Brian Rohrbough, whose son, Daniel, was killed at Columbine, said the tape raises disturbing issues."
No,0.956522,0.115385,0.955835259,0,0,3,0.25,0.831195823,3,0.25,0.988469036,3,0.4,0.988819725,3,0.4,0.965266299,3,0.4,0.988819725,0.831195823,1384,"The bureau report shows significant increases in uninsured rates occurred among whites, blacks, people 18 to 24, and middle- and higher-income earners nationwide. | Reflecting the broad scope of the recession and its aftermath, significant increases in uninsured rates occurred among whites, blacks, people 18-to-64, and middle- and higher-income earners."
No,0.9375,0.166667,0.864982334,0,0,1,0.666666667,0.811368134,5,0.375,0.8634716,1,0.666666667,0.973923098,1,0.666666667,0.967926336,1,0.666666667,0.973923098,0.811368134,1385,"Bob Richter, a spokesman for House Speaker Tom Craddick, had no comment about the ruling. | Bob Richter, spokesman for Craddick, R-Midland, said the speaker had not seen the ruling and could not comment."
No,0.823529,0.176471,0.782288423,0,0,12,0.076923077,0.745418634,18,0.1,0.769627278,14,0.066666667,0.964284064,14,0.066666667,0.968668392,14,0.066666667,0.968668392,0.745418634,1386,"The technology-laced Nasdaq Composite Index <.IXIC> added 8.27 points, or 0.51 percent, to 1,633.53. | The broader Standard & Poor's 500 Index .SPX crept up 4.3 points, or 0.44 percent, to 980.52."
Yes,1.076923,0.076923,0.855560848,0,0,1,0,0.83969496,1,0,0.994570854,1,0.75,0.98542364,1,0.75,0.986343516,1,0.75,0.994570854,0.83969496,1387,Carlow and his group peddled drugs by forging paperwork showing the shipments' prior owners. | The network peddled drugs by forging paperwork showing prior owners of the shipments.
No,0.866667,0.133333,0.742383376,0,0,2,0.333333333,0.700514642,4,0.5,0.753416765,2,0.333333333,0.938789994,2,0.333333333,0.944469316,2,0.333333333,0.944469316,0.700514642,1388,A spokesman for the U.S. Attorney's Office in Atlanta also refused to comment. | Coca-Cola announced Friday morning that the U.S. Attorney's office in Atlanta has started an inquiry.
No,1.142857,0.190476,0.951454508,0,0,0,1,0.796017896,1,0.5,0.796367018,1,0.666666667,0.987551767,1,0.666666667,0.946509363,1,0.666666667,0.987551767,0.796017896,1389,"Blair has said there is not ''a shred of truth'' in allegations the government manipulated evidence, and has resisted calls for a full public inquiry. | Blair has said there is not ``a shred of truth'' in allegations that the government manipulated evidence about Iraq's weapons programs."
Yes,0.652174,0.32,0.954968793,0,0,2,0.333333333,0.845550402,5,0.166666667,0.939706667,2,0.333333333,0.987845729,2,0.333333333,0.938070691,2,0.333333333,0.987845729,0.845550402,1390,"They were just making sure they dotted all the I's and crossed all the T's,"" said Schooff. | They were just making sure they dotted all the I's and crossed all the T's,"" said Blair Schoof, executive director of music for AOL Europe."
Yes,0.75,0.307692,0.771367455,0,0,0,1,0.613928074,0,1,0.790063521,1,0,0.843551506,1,0,0.940884552,1,0,0.940884552,0.613928074,1391,The comment period was to have expired on Monday. | A public comment period on the proposed new taxes will end on Monday.
No,1,0,0.77734824,0,0,2,0.333333333,0.637811981,2,0.333333333,0.590983177,3,0.25,0.947949695,3,0.25,0.926707085,3,0.25,0.947949695,0.590983177,1392,It even struck a deal for distribution and advertising with popular P2P service Grokster. | Puretunes has also lost a distribution deal with the popular Grokster file-swapping software company.
Yes,1,0,0.978835115,0,0,2,0.333333333,0.975728074,2,0.777777778,0.999447096,2,0.666666667,0.991923751,2,0.666666667,0.990548836,2,0.666666667,0.999447096,0.975728074,1393,"The group criticizing Schwarzenegger, the League of United Latin American Citizens, said the Austrian-born actor's advisory board position brings into question his commitment to Latinos. | The League of United Latin American Citizens, the group criticizing Schwarzenegger, said the Austrian-born actor's advisory board position brings into question his commitment to Hispanics."
Yes,1.076923,0.076923,0.938465725,0,0,0,1,0.828849552,2,0,0.999462132,0,1,0.998952934,0,1,0.998461741,0,1,0.999462132,0.828849552,1394,"He said European governments ""have blocked all new bio-crops because of unfounded, unscientific fears. | They have blocked all new bio-crops because of unfounded, unscientific fears, Bush said."
Yes,1,0.043478,0.904392199,0,0,1,0.5,0.813892472,2,0.75,0.962903182,3,0.25,0.94913784,3,0.25,0.949160418,3,0.25,0.962903182,0.813892472,1395,Market sentiment was subdued after International Business Machines Inc. IBM.N said U.S. securities regulators were investigating the accounting of the world's largest computer company. | Market sentiment was also cautious after International Business Machines Inc. IBM.N said that federal securities regulators had begun an investigating into its accounting.
Yes,1,0.090909,0.910671652,0,0,0,1,0.803230928,1,0.9,0.914282798,1,0.5,0.968259277,1,0.5,0.976125143,1,0.5,0.976125143,0.803230928,1396,"Oh yeah, Miami, Boston College and Syracuse leaving the Big East to take a seat in the Atlantic Coast Conference. | Boston College, Miami and Syracuse are considering leaving the Big East for the Atlantic Coast Conference by the end of the month."
