quality,unique_words,length_ratio,sim_0,negation_0,neg_parity_0,unusuals_0,unusual_ratio_0,max_sim,min_sim
Yes,1.000000,0.041667,0.9982950687751263,0,0,1,0.8571428571428571,0.9982950687751263,0.9982950687751263
Yes,1.250000,0.150000,0.9965424132340713,0,0,9,0.1,0.9965424132340713,0.9965424132340713
Yes,0.916667,0.071429,0.9410781489872975,0,0,2,0.5,0.9410781489872975,0.9410781489872975
No,1.333333,0.380952,0.9583119037681757,0,0,7,0.2222222222222222,0.9583119037681757,0.9583119037681757
No,1.000000,0.050000,0.9328507583319511,0,0,5,0.16666666666666666,0.9328507583319511,0.9328507583319511
No,1.416667,0.214286,0.9673442137063675,0,0,5,0.2857142857142857,0.9673442137063675,0.9673442137063675
Yes,1.050000,0.000000,0.9763215573992419,0,0,1,0.5,0.9763215573992419,0.9763215573992419
Yes,1.263158,0.190476,0.9942225142223505,0,0,2,0.6,0.9942225142223505,0.9942225142223505
No,1.266667,0.250000,0.977579368704522,0,0,6,0.25,0.977579368704522,0.977579368704522
No,1.000000,0.076923,0.873021220780578,0,0,2,0.0,0.873021220780578,0.873021220780578
No,0.869565,0.166667,0.942080744389387,0,0,1,0.6666666666666666,0.942080744389387,0.942080744389387
Yes,1.333333,0.285714,0.9812072999259781,0,0,3,0.0,0.9812072999259781,0.9812072999259781
Yes,0.857143,0.181818,0.9626441778813103,0,0,3,0.25,0.9626441778813103,0.9626441778813103
Yes,1.187500,0.250000,0.9927569170307069,0,0,0,1.0,0.9927569170307069,0.9927569170307069
Yes,1.142857,0.142857,0.8054524279550405,0,0,3,0.25,0.8054524279550405,0.8054524279550405
No,1.571429,0.437500,0.8901479453800378,1,1,0,1.0,0.8901479453800378,0.8901479453800378
Yes,1.263158,0.263158,0.9557112651840983,0,0,1,0.0,0.9557112651840983,0.9557112651840983
Yes,0.800000,0.192308,0.863379119569556,0,0,1,0.5,0.863379119569556,0.863379119569556
Yes,1.058824,0.055556,0.879804388756794,1,1,1,0.5,0.879804388756794,0.879804388756794
Yes,0.730769,0.296296,0.9762683896840735,0,0,1,0.6666666666666666,0.9762683896840735,0.9762683896840735
Yes,1.153846,0.153846,0.9358619491145641,0,0,1,0.75,0.9358619491145641,0.9358619491145641
Yes,0.800000,0.200000,0.978851220648937,0,0,1,0.5,0.978851220648937,0.978851220648937
Yes,0.944444,0.055556,0.8457864400555402,0,0,1,0.5,0.8457864400555402,0.8457864400555402
Yes,1.200000,0.200000,0.8613302396788718,0,0,1,0.0,0.8613302396788718,0.8613302396788718
Yes,1.090909,0.090909,0.8496451509675611,1,1,0,1.0,0.8496451509675611,0.8496451509675611
Yes,0.733333,0.266667,0.8590126675256073,0,0,2,0.5,0.8590126675256073,0.8590126675256073
Yes,0.666667,0.333333,0.9832974723198322,0,0,1,0.0,0.9832974723198322,0.9832974723198322
No,1.153846,0.153846,0.8805035399608047,0,0,6,0.14285714285714285,0.8805035399608047,0.8805035399608047
No,1.333333,0.388889,0.9555681168016457,1,1,4,0.42857142857142855,0.9555681168016457,0.9555681168016457
Yes,1.047619,0.045455,1.0,0,0,0,1.0,1.0,1.0
Yes,0.840000,0.142857,0.9820681055516243,0,0,1,0.5,0.9820681055516243,0.9820681055516243
No,0.785714,0.241379,0.9632651718570515,0,0,0,1.0,0.9632651718570515,0.9632651718570515
No,1.125000,0.250000,0.9097617988882272,0,0,0,1.0,0.9097617988882272,0.9097617988882272
Yes,1.040000,0.037037,0.9264856280400996,0,0,4,0.0,0.9264856280400996,0.9264856280400996
Yes,1.352941,0.444444,0.9075646918787302,1,1,1,0.5,0.9075646918787302,0.9075646918787302
No,0.882353,0.250000,0.8753491132216145,0,0,1,0.6666666666666666,0.8753491132216145,0.8753491132216145
No,0.666667,0.250000,0.8817310780193646,0,0,2,0.0,0.8817310780193646,0.8817310780193646
Yes,0.937500,0.000000,0.9076466200882368,0,0,3,0.0,0.9076466200882368,0.9076466200882368
Yes,1.166667,0.076923,0.9628768594929826,0,0,0,1.0,0.9628768594929826,0.9628768594929826
Yes,1.086957,0.086957,0.9742175548608079,0,0,3,0.25,0.9742175548608079,0.9742175548608079
Yes,0.800000,0.190476,0.9799130963953915,0,0,0,1.0,0.9799130963953915,0.9799130963953915
Yes,1.000000,0.000000,0.9976290776461093,0,0,2,0.3333333333333333,0.9976290776461093,0.9976290776461093
No,1.000000,0.000000,0.7337740763479597,0,0,3,0.25,0.7337740763479597,0.7337740763479597
Yes,1.230769,0.230769,0.8053735145114824,0,0,8,0.1111111111111111,0.8053735145114824,0.8053735145114824
Yes,1.000000,0.043478,0.9671872143755471,0,0,2,0.0,0.9671872143755471,0.9671872143755471
No,1.200000,0.250000,0.9301951851982568,0,0,0,1.0,0.9301951851982568,0.9301951851982568
No,1.437500,0.411765,0.8775052082221795,0,0,1,0.6666666666666666,0.8775052082221795,0.8775052082221795
No,0.875000,0.157895,0.9496176895184145,1,1,1,0.5,0.9496176895184145,0.9496176895184145
No,1.250000,0.250000,0.9504403680151144,0,0,1,0.6666666666666666,0.9504403680151144,0.9504403680151144
No,1.210526,0.315789,0.9899762621186844,0,0,1,0.6666666666666666,0.9899762621186844,0.9899762621186844
Yes,1.307692,0.357143,0.9459284397776335,0,0,6,0.0,0.9459284397776335,0.9459284397776335
No,1.250000,0.250000,0.7880536512397252,0,0,2,0.0,0.7880536512397252,0.7880536512397252
No,0.800000,0.272727,0.9230804335894738,0,0,1,0.5,0.9230804335894738,0.9230804335894738
No,0.700000,0.333333,0.9154163311722765,0,0,2,0.0,0.9154163311722765,0.9154163311722765
Yes,1.052632,0.100000,0.973624450515161,0,0,3,0.25,0.973624450515161,0.973624450515161
No,1.416667,0.500000,0.9762763627124545,0,0,2,0.3333333333333333,0.9762763627124545,0.9762763627124545
No,0.687500,0.312500,0.9332440451160694,0,0,5,0.2857142857142857,0.9332440451160694,0.9332440451160694
Yes,0.750000,0.187500,0.7416970276471581,0,0,1,0.6666666666666666,0.7416970276471581,0.7416970276471581
No,1.250000,0.250000,0.8091911665088781,0,0,0,1.0,0.8091911665088781,0.8091911665088781
Yes,0.954545,0.045455,0.9641854677178276,0,0,0,1.0,0.9641854677178276,0.9641854677178276
Yes,0.789474,0.210526,0.915479994305379,0,0,1,0.0,0.915479994305379,0.915479994305379
Yes,0.785714,0.133333,0.813543657978464,0,0,0,1.0,0.813543657978464,0.813543657978464
No,1.363636,0.454545,0.9291576760412453,0,0,2,0.6,0.9291576760412453,0.9291576760412453
Yes,1.000000,0.000000,0.9999649539986434,0,0,7,0.2222222222222222,0.9999649539986434,0.9999649539986434
No,0.875000,0.176471,0.8761827768050249,0,0,5,0.0,0.8761827768050249,0.8761827768050249
No,0.888889,0.071429,0.8526231267012782,0,0,4,0.2,0.8526231267012782,0.8526231267012782
Yes,1.000000,0.052632,0.9008938733468241,0,0,1,0.0,0.9008938733468241,0.9008938733468241
Yes,0.888889,0.105263,0.9261118035275536,0,0,3,0.5,0.9261118035275536,0.9261118035275536
Yes,1.045455,0.000000,0.9944409253294217,0,0,1,0.8333333333333334,0.9944409253294217,0.9944409253294217
No,1.166667,0.250000,0.9430056099464029,0,0,1,0.5,0.9430056099464029,0.9430056099464029
Yes,1.263158,0.285714,0.9802000760416331,0,0,2,0.6,0.9802000760416331,0.9802000760416331
Yes,1.200000,0.300000,0.9149229657021076,0,0,2,0.0,0.9149229657021076,0.9149229657021076
Yes,1.111111,0.052632,0.9661713566386401,0,0,1,0.6666666666666666,0.9661713566386401,0.9661713566386401
Yes,1.187500,0.187500,0.8177849145156967,0,0,3,0.25,0.8177849145156967,0.8177849145156967
No,1.300000,0.300000,0.9300457713743621,1,1,3,0.25,0.9300457713743621,0.9300457713743621
Yes,1.315789,0.368421,0.9118367988971212,0,0,5,0.16666666666666666,0.9118367988971212,0.9118367988971212
No,1.153846,0.153846,0.9371283305667764,0,0,12,0.07692307692307693,0.9371283305667764,0.9371283305667764
Yes,1.136364,0.217391,0.9091473935221276,1,1,5,0.16666666666666666,0.9091473935221276,0.9091473935221276
No,0.850000,0.047619,0.9471124602512554,0,0,1,0.6666666666666666,0.9471124602512554,0.9471124602512554
Yes,1.500000,0.461538,0.9898185924720699,0,0,2,0.6666666666666666,0.9898185924720699,0.9898185924720699
Yes,0.928571,0.071429,0.8974303578213955,0,0,1,0.5,0.8974303578213955,0.8974303578213955
Yes,1.181818,0.181818,0.9902804686711776,0,0,2,0.6666666666666666,0.9902804686711776,0.9902804686711776
Yes,0.954545,0.043478,0.977006340249769,0,0,4,0.42857142857142855,0.977006340249769,0.977006340249769
No,1.200000,0.187500,0.8143412684149793,0,0,1,0.5,0.8143412684149793,0.8143412684149793
Yes,0.833333,0.166667,0.9708029016753837,0,0,2,0.5,0.9708029016753837,0.9708029016753837
No,1.294118,0.352941,0.8561956832414636,0,0,4,0.2,0.8561956832414636,0.8561956832414636
Yes,0.888889,0.074074,0.955230939000777,1,1,0,1.0,0.955230939000777,0.955230939000777
Yes,1.000000,0.000000,0.9047340659799346,0,0,2,0.6,0.9047340659799346,0.9047340659799346
Yes,1.090909,0.090909,0.8119427808867152,0,0,4,0.0,0.8119427808867152,0.8119427808867152
Yes,0.851852,0.142857,0.9925875345667168,0,0,1,0.0,0.9925875345667168,0.9925875345667168
No,1.000000,0.000000,0.7433327723063482,0,0,8,0.1111111111111111,0.7433327723063482,0.7433327723063482
Yes,0.909091,0.074074,0.9753952992232586,0,0,1,0.5,0.9753952992232586,0.9753952992232586
Yes,0.857143,0.166667,0.9351627673006143,0,0,1,0.75,0.9351627673006143,0.9351627673006143
No,0.954545,0.160000,0.9900298962972645,0,0,1,0.8333333333333334,0.9900298962972645,0.9900298962972645
Yes,1.157895,0.315789,0.9836078331792606,0,0,0,1.0,0.9836078331792606,0.9836078331792606
Yes,1.142857,0.142857,0.872042503752263,0,0,1,0.6666666666666666,0.872042503752263,0.872042503752263
Yes,1.040000,0.000000,0.9301421866028999,0,0,3,0.25,0.9301421866028999,0.9301421866028999
No,1.263158,0.250000,0.9731203423939525,0,0,1,0.5,0.9731203423939525,0.9731203423939525
Yes,0.952381,0.000000,0.9523739428458698,0,0,2,0.6666666666666666,0.9523739428458698,0.9523739428458698
Yes,0.785714,0.214286,0.9583145905496994,0,0,1,0.75,0.9583145905496994,0.9583145905496994
Yes,1.000000,0.045455,0.906692774021967,0,0,2,0.3333333333333333,0.906692774021967,0.906692774021967
Yes,1.300000,0.428571,0.9415868377269494,0,0,0,1.0,0.9415868377269494,0.9415868377269494
Yes,1.076923,0.066667,0.963040551493888,0,0,0,1.0,0.963040551493888,0.963040551493888
Yes,0.703704,0.296296,0.9476715855497286,0,0,1,0.75,0.9476715855497286,0.9476715855497286
No,0.958333,0.041667,0.8211791814819939,0,0,5,0.5,0.8211791814819939,0.8211791814819939
Yes,0.842105,0.269231,0.8769202254004709,0,0,2,0.3333333333333333,0.8769202254004709,0.8769202254004709
Yes,0.800000,0.133333,0.9123556853299383,0,0,1,0.5,0.9123556853299383,0.9123556853299383
No,1.125000,0.058824,0.9431424088919044,0,0,1,0.0,0.9431424088919044,0.9431424088919044
No,0.812500,0.125000,0.903866449744984,0,0,1,0.0,0.903866449744984,0.903866449744984
Yes,0.807692,0.206897,0.8865617791502608,0,0,2,0.3333333333333333,0.8865617791502608,0.8865617791502608
No,1.176471,0.235294,0.9346013736718757,1,1,4,0.42857142857142855,0.9346013736718757,0.9346013736718757
Yes,0.950000,0.090909,0.9477877644188818,0,0,2,0.0,0.9477877644188818,0.9477877644188818
Yes,0.909091,0.125000,0.8841054652722802,0,0,2,0.0,0.8841054652722802,0.8841054652722802
No,0.687500,0.312500,0.9146644650635022,0,0,2,0.0,0.9146644650635022,0.9146644650635022
No,0.933333,0.125000,0.9181498902629501,0,0,3,0.25,0.9181498902629501,0.9181498902629501
No,1.050000,0.181818,0.9112074182774479,0,0,2,0.5,0.9112074182774479,0.9112074182774479
No,0.812500,0.187500,0.8217474236776765,0,0,2,0.0,0.8217474236776765,0.8217474236776765
No,1.384615,0.428571,0.9412302565342802,0,0,0,1.0,0.9412302565342802,0.9412302565342802
Yes,1.187500,0.263158,0.8965958513344725,0,0,3,0.0,0.8965958513344725,0.8965958513344725
Yes,0.913043,0.125000,0.9524033987683144,0,0,1,0.6666666666666666,0.9524033987683144,0.9524033987683144
Yes,1.000000,0.000000,0.8719043802571138,0,0,2,0.0,0.8719043802571138,0.8719043802571138
Yes,1.133333,0.133333,0.8399373912887688,0,0,0,1.0,0.8399373912887688,0.8399373912887688
Yes,1.000000,0.000000,0.9220726972401635,0,0,0,1.0,0.9220726972401635,0.9220726972401635
Yes,1.000000,0.043478,0.9707422426565503,0,0,1,0.75,0.9707422426565503,0.9707422426565503
Yes,0.736842,0.142857,0.8984554269247825,0,0,0,1.0,0.8984554269247825,0.8984554269247825
Yes,0.750000,0.277778,0.9864645483349466,0,0,1,0.5,0.9864645483349466,0.9864645483349466
No,0.833333,0.166667,0.9821750758022348,0,0,1,0.0,0.9821750758022348,0.9821750758022348
Yes,0.772727,0.227273,0.9047895553224985,0,0,5,0.16666666666666666,0.9047895553224985,0.9047895553224985
Yes,1.111111,0.105263,0.9664664164991181,0,0,0,1.0,0.9664664164991181,0.9664664164991181
Yes,1.000000,0.000000,0.916428109419291,0,0,1,0.5,0.916428109419291,0.916428109419291
No,0.583333,0.440000,0.9855295410555721,0,0,3,0.7,0.9855295410555721,0.9855295410555721
Yes,1.384615,0.461538,0.9159783174018804,1,1,0,1.0,0.9159783174018804,0.9159783174018804
Yes,1.050000,0.045455,0.9359480210855176,0,0,0,1.0,0.9359480210855176,0.9359480210855176
Yes,0.916667,0.076923,0.9977333437973968,0,0,2,0.3333333333333333,0.9977333437973968,0.9977333437973968
Yes,1.058824,0.000000,0.9799203036649817,0,0,3,0.25,0.9799203036649817,0.9799203036649817
Yes,0.764706,0.235294,0.8158454941515696,0,0,1,0.5,0.8158454941515696,0.8158454941515696
Yes,1.176471,0.300000,0.9391846273337414,0,0,3,0.5,0.9391846273337414,0.9391846273337414
Yes,0.954545,0.000000,0.9235023375740192,0,0,1,0.75,0.9235023375740192,0.9235023375740192
Yes,0.782609,0.200000,0.9808597166654646,0,0,0,1.0,0.9808597166654646,0.9808597166654646
Yes,0.791667,0.259259,0.9244659223422309,0,0,1,0.8333333333333334,0.9244659223422309,0.9244659223422309
Yes,0.772727,0.260870,0.9797467626070554,0,0,3,0.5714285714285714,0.9797467626070554,0.9797467626070554
Yes,1.375000,0.437500,0.913962434408743,0,0,0,1.0,0.913962434408743,0.913962434408743
Yes,0.833333,0.105263,0.9839269859109663,0,0,0,1.0,0.9839269859109663,0.9839269859109663
No,1.083333,0.166667,0.9468208904268248,0,0,0,1.0,0.9468208904268248,0.9468208904268248
No,0.666667,0.296296,0.9532026883388381,0,0,4,0.42857142857142855,0.9532026883388381,0.9532026883388381
Yes,0.857143,0.136364,0.9600703623984025,0,0,1,0.6666666666666666,0.9600703623984025,0.9600703623984025
No,1.100000,0.100000,0.7912481292660237,0,0,0,1.0,0.7912481292660237,0.7912481292660237
Yes,1.583333,0.461538,0.7816603087458696,0,0,0,1.0,0.7816603087458696,0.7816603087458696
Yes,0.750000,0.304348,0.8994873056098859,0,0,2,0.3333333333333333,0.8994873056098859,0.8994873056098859
Yes,1.250000,0.142857,0.9722914573763686,0,0,8,0.1111111111111111,0.9722914573763686,0.9722914573763686
No,0.769231,0.285714,0.8551610256206418,1,1,1,0.5,0.8551610256206418,0.8551610256206418
Yes,1.166667,0.105263,0.9385149410169344,0,0,1,0.5,0.9385149410169344,0.9385149410169344
No,1.200000,0.200000,0.8136540031595907,0,0,4,0.5555555555555556,0.8136540031595907,0.8136540031595907
Yes,1.052632,0.047619,0.856390506417243,0,0,1,0.75,0.856390506417243,0.856390506417243
No,1.307692,0.384615,0.9013298586550088,0,0,1,0.0,0.9013298586550088,0.9013298586550088
No,1.230769,0.307692,0.8223209757828552,0,0,3,0.25,0.8223209757828552,0.8223209757828552
No,1.000000,0.000000,0.935263918512919,0,0,3,0.4,0.935263918512919,0.935263918512919
No,0.962963,0.035714,0.9522304549795317,0,0,7,0.3,0.9522304549795317,0.9522304549795317
No,1.222222,0.210526,0.9217737818839269,0,0,2,0.0,0.9217737818839269,0.9217737818839269
Yes,1.050000,0.095238,0.9749834244798024,0,0,0,1.0,0.9749834244798024,0.9749834244798024
Yes,1.105263,0.095238,0.9884580841801454,0,0,14,0.2222222222222222,0.9884580841801454,0.9884580841801454
Yes,0.933333,0.222222,0.9807389778055958,0,0,2,0.0,0.9807389778055958,0.9807389778055958
No,0.777778,0.222222,0.9140504888543938,0,0,2,0.0,0.9140504888543938,0.9140504888543938
No,1.277778,0.238095,0.9307778276699448,0,0,3,0.5,0.9307778276699448,0.9307778276699448
No,1.000000,0.000000,0.7703517714864675,0,0,1,0.0,0.7703517714864675,0.7703517714864675
Yes,1.263158,0.315789,0.9904854533769396,0,0,0,1.0,0.9904854533769396,0.9904854533769396
No,1.384615,0.384615,0.7983235504655265,0,0,4,0.0,0.7983235504655265,0.7983235504655265
No,0.857143,0.200000,0.8863930070329104,0,0,1,0.5,0.8863930070329104,0.8863930070329104
Yes,1.181818,0.217391,0.9302742574137217,0,0,3,0.25,0.9302742574137217,0.9302742574137217
Yes,0.869565,0.185185,0.9757197304728716,0,0,4,0.0,0.9757197304728716,0.9757197304728716
No,1.500000,0.500000,0.8908318666228082,0,0,1,0.5,0.8908318666228082,0.8908318666228082
Yes,1.312500,0.437500,0.951748890633789,0,0,3,0.625,0.951748890633789,0.951748890633789
Yes,0.800000,0.227273,0.9795139277239572,0,0,1,0.5,0.9795139277239572,0.9795139277239572
No,0.904762,0.259259,0.9808990130687648,0,0,0,1.0,0.9808990130687648,0.9808990130687648
Yes,0.807692,0.153846,0.8827509924431637,0,0,2,0.5,0.8827509924431637,0.8827509924431637
No,1.692308,0.500000,0.904247298510464,0,0,4,0.2,0.904247298510464,0.904247298510464
No,1.285714,0.312500,0.8111595982619969,0,0,8,0.1111111111111111,0.8111595982619969,0.8111595982619969
No,0.826087,0.200000,0.9734133220940325,0,0,2,0.5,0.9734133220940325,0.9734133220940325
Yes,0.842105,0.157895,0.9705844483892295,1,1,0,1.0,0.9705844483892295,0.9705844483892295
Yes,1.095238,0.041667,0.923928857023103,0,0,1,0.75,0.923928857023103,0.923928857023103
Yes,0.736842,0.250000,0.8963146524845149,0,0,1,0.6666666666666666,0.8963146524845149,0.8963146524845149
No,0.923077,0.071429,0.986815339284073,0,0,3,0.0,0.986815339284073,0.986815339284073
Yes,0.960000,0.038462,0.9874970214723239,0,0,1,0.875,0.9874970214723239,0.9874970214723239
Yes,1.235294,0.263158,0.8361799438853639,0,0,2,0.0,0.8361799438853639,0.8361799438853639
Yes,0.916667,0.083333,0.9480315116021104,0,0,0,1.0,0.9480315116021104,0.9480315116021104
No,0.764706,0.176471,0.9351275100573535,0,0,5,0.2857142857142857,0.9351275100573535,0.9351275100573535
Yes,1.153846,0.142857,0.9523698794205095,0,0,0,1.0,0.9523698794205095,0.9523698794205095
No,0.708333,0.307692,0.9967725214657339,1,1,0,1.0,0.9967725214657339,0.9967725214657339
Yes,0.857143,0.160000,0.9220888391362831,0,0,2,0.0,0.9220888391362831,0.9220888391362831
Yes,1.000000,0.000000,0.9362312951918369,0,0,2,0.5,0.9362312951918369,0.9362312951918369
Yes,1.230769,0.266667,0.9922625546491487,0,0,1,0.0,0.9922625546491487,0.9922625546491487
Yes,1.062500,0.058824,0.8563561163542687,0,0,1,0.0,0.8563561163542687,0.8563561163542687
Yes,1.062500,0.062500,0.7648646782462984,0,0,1,0.6666666666666666,0.7648646782462984,0.7648646782462984
Yes,1.000000,0.000000,0.9013884221635855,0,0,1,0.6666666666666666,0.9013884221635855,0.9013884221635855
No,0.695652,0.304348,0.9565912114669436,0,0,1,0.75,0.9565912114669436,0.9565912114669436
Yes,1.000000,0.050000,0.9799307633882739,0,0,0,1.0,0.9799307633882739,0.9799307633882739
No,1.100000,0.080000,0.8814654539823384,0,0,5,0.2857142857142857,0.8814654539823384,0.8814654539823384
Yes,1.052632,0.047619,0.8843447994595611,0,0,1,0.0,0.8843447994595611,0.8843447994595611
Yes,1.230769,0.214286,0.8754258670074301,0,0,3,0.4,0.8754258670074301,0.8754258670074301
Yes,0.931034,0.033333,0.9730797710693214,0,0,1,0.8333333333333334,0.9730797710693214,0.9730797710693214
Yes,1.000000,0.000000,0.9662027667868405,0,0,1,0.0,0.9662027667868405,0.9662027667868405
Yes,1.055556,0.000000,0.9160518346771201,0,0,0,1.0,0.9160518346771201,0.9160518346771201
Yes,0.736842,0.300000,0.9864724556078737,0,0,1,0.5,0.9864724556078737,0.9864724556078737
No,1.315789,0.400000,0.9129362062198837,0,0,5,0.16666666666666666,0.9129362062198837,0.9129362062198837
Yes,0.916667,0.153846,0.9930828605240952,0,0,0,1.0,0.9930828605240952,0.9930828605240952
Yes,1.173913,0.208333,0.993055762442462,0,0,3,0.25,0.993055762442462,0.993055762442462
No,0.916667,0.083333,0.9388419468496435,0,0,11,0.15384615384615385,0.9388419468496435,0.9388419468496435
Yes,1.043478,0.041667,0.8602098720034017,0,0,2,0.0,0.8602098720034017,0.8602098720034017
Yes,1.125000,0.176471,0.8224764575276715,0,0,0,1.0,0.8224764575276715,0.8224764575276715
Yes,1.250000,0.250000,0.9146756172536964,0,0,0,1.0,0.9146756172536964,0.9146756172536964
Yes,1.266667,0.250000,0.886943517568221,0,0,0,1.0,0.886943517568221,0.886943517568221
No,1.333333,0.333333,0.9251345721367125,0,0,6,0.4,0.9251345721367125,0.9251345721367125
No,0.631579,0.368421,0.8613676358505408,0,0,3,0.25,0.8613676358505408,0.8613676358505408
Yes,1.000000,0.040000,0.9229575419049976,0,0,1,0.75,0.9229575419049976,0.9229575419049976
Yes,0.833333,0.285714,0.875119754766673,0,0,0,1.0,0.875119754766673,0.875119754766673
Yes,1.285714,0.285714,0.8599230422467065,0,0,1,0.6666666666666666,0.8599230422467065,0.8599230422467065
Yes,1.315789,0.315789,0.9296555864487765,0,0,9,0.0,0.9296555864487765,0.9296555864487765
Yes,0.954545,0.000000,0.9379179048088019,1,1,1,0.75,0.9379179048088019,0.9379179048088019
Yes,1.000000,0.000000,0.9984561473737708,0,0,4,0.3333333333333333,0.9984561473737708,0.9984561473737708
Yes,0.947368,0.052632,0.8558889992568256,0,0,2,0.0,0.8558889992568256,0.8558889992568256
Yes,1.045455,0.041667,0.9895167491967741,0,0,0,1.0,0.9895167491967741,0.9895167491967741
Yes,0.823529,0.222222,0.9822241022147423,0,0,1,0.75,0.9822241022147423,0.9822241022147423
No,1.583333,0.583333,0.9559278478495791,0,0,2,0.3333333333333333,0.9559278478495791,0.9559278478495791
Yes,0.956522,0.080000,0.9765750773673709,0,0,1,0.6666666666666666,0.9765750773673709,0.9765750773673709
Yes,1.153846,0.071429,0.9207278845641957,0,0,5,0.375,0.9207278845641957,0.9207278845641957
No,0.937500,0.062500,0.8804498866326276,0,0,4,0.3333333333333333,0.8804498866326276,0.8804498866326276
No,0.769231,0.230769,0.9377577166792168,0,0,2,0.3333333333333333,0.9377577166792168,0.9377577166792168
Yes,1.125000,0.125000,0.9727184523382901,0,0,1,0.5,0.9727184523382901,0.9727184523382901
No,0.703704,0.296296,0.9351965590192498,1,1,1,0.5,0.9351965590192498,0.9351965590192498
No,1.200000,0.227273,0.9365470524253773,0,0,1,0.0,0.9365470524253773,0.9365470524253773
Yes,1.000000,0.041667,0.8416694265761427,0,0,1,0.6666666666666666,0.8416694265761427,0.8416694265761427
No,1.416667,0.416667,0.9747087370082222,1,1,4,0.2,0.9747087370082222,0.9747087370082222
Yes,0.730769,0.296296,0.8690642362989927,0,0,7,0.0,0.8690642362989927,0.8690642362989927
Yes,1.000000,0.000000,0.9875868876830576,0,0,0,1.0,0.9875868876830576,0.9875868876830576
Yes,0.750000,0.230769,0.9882746585111101,0,0,1,0.5,0.9882746585111101,0.9882746585111101
Yes,1.000000,0.000000,0.9985203665113779,0,0,1,0.5,0.9985203665113779,0.9985203665113779
Yes,1.181818,0.272727,0.9055916305445864,0,0,4,0.42857142857142855,0.9055916305445864,0.9055916305445864
No,0.937500,0.000000,0.9282555326695586,0,0,3,0.4,0.9282555326695586,0.9282555326695586
Yes,0.909091,0.120000,0.9777195503433465,0,0,2,0.3333333333333333,0.9777195503433465,0.9777195503433465
Yes,1.111111,0.111111,0.7579586031098565,0,0,0,1.0,0.7579586031098565,0.7579586031098565
No,1.071429,0.142857,0.8832025125287238,0,0,8,0.0,0.8832025125287238,0.8832025125287238
Yes,1.272727,0.357143,0.927877974596676,0,0,1,0.0,0.927877974596676,0.927877974596676
Yes,1.200000,0.300000,0.949202189013197,0,0,0,1.0,0.949202189013197,0.949202189013197
Yes,1.200000,0.200000,0.827084854660761,0,0,1,0.6666666666666666,0.827084854660761,0.827084854660761
No,1.500000,0.400000,0.8683243781105463,0,0,0,1.0,0.8683243781105463,0.8683243781105463
Yes,1.043478,0.040000,0.9629655705396608,0,0,3,0.0,0.9629655705396608,0.9629655705396608
Yes,1.250000,0.250000,0.9051058198513182,0,0,0,1.0,0.9051058198513182,0.9051058198513182
No,1.437500,0.562500,0.9711664163796367,0,0,3,0.0,0.9711664163796367,0.9711664163796367
Yes,1.181818,0.272727,0.8467102242522289,0,0,1,0.5,0.8467102242522289,0.8467102242522289
Yes,1.133333,0.055556,0.9922058558161884,0,0,0,1.0,0.9922058558161884,0.9922058558161884
No,1.333333,0.416667,0.7990746832327871,0,0,6,0.0,0.7990746832327871,0.7990746832327871
No,1.200000,0.090909,0.9459288904484021,1,1,4,0.2,0.9459288904484021,0.9459288904484021
Yes,1.352941,0.210526,0.9533457407245572,0,0,1,0.6666666666666666,0.9533457407245572,0.9533457407245572
Yes,0.923077,0.035714,0.9735092391871343,0,0,2,0.6,0.9735092391871343,0.9735092391871343
Yes,1.000000,0.130435,0.9340184688200646,0,0,2,0.5,0.9340184688200646,0.9340184688200646
Yes,0.882353,0.058824,0.8687213431166899,0,0,3,0.0,0.8687213431166899,0.8687213431166899
Yes,0.800000,0.222222,0.9283145304749141,0,0,1,0.5,0.9283145304749141,0.9283145304749141
Yes,0.818182,0.181818,0.9506381527709393,0,0,3,0.625,0.9506381527709393,0.9506381527709393
Yes,1.133333,0.133333,0.9584415853715046,0,0,0,1.0,0.9584415853715046,0.9584415853715046
No,1.035714,0.000000,0.9275127357793748,1,1,4,0.0,0.9275127357793748,0.9275127357793748
Yes,1.421053,0.421053,0.9565358970182953,0,0,2,0.5,0.9565358970182953,0.9565358970182953
No,1.000000,0.000000,0.8794499274496802,1,1,0,1.0,0.8794499274496802,0.8794499274496802
No,1.416667,0.285714,0.8686906671586392,0,0,2,0.0,0.8686906671586392,0.8686906671586392
Yes,1.062500,0.000000,0.8928805570006656,0,0,1,0.5,0.8928805570006656,0.8928805570006656
No,0.823529,0.222222,0.933654820062589,0,0,1,0.0,0.933654820062589,0.933654820062589
Yes,1.000000,0.000000,0.9809567586208919,0,0,0,1.0,0.9809567586208919,0.9809567586208919
Yes,0.920000,0.034483,0.9364776167412423,0,0,2,0.5,0.9364776167412423,0.9364776167412423
No,0.920000,0.178571,0.9105201196415553,0,0,2,0.5,0.9105201196415553,0.9105201196415553
Yes,0.941176,0.000000,0.9757692638044645,0,0,0,1.0,0.9757692638044645,0.9757692638044645
Yes,0.823529,0.150000,0.9778692534816383,0,0,4,0.0,0.9778692534816383,0.9778692534816383
No,1.071429,0.142857,0.9262558276853847,0,0,5,0.2857142857142857,0.9262558276853847,0.9262558276853847
Yes,1.333333,0.416667,0.865469109458894,0,0,0,1.0,0.865469109458894,0.865469109458894
