quality,unique_words,length_ratio,sim_0,negation_0,neg_parity_0,unusuals_0,unusual_ratio_0
No,0.631579,0.368421,0.8952831470185474,0,0,0,1.0
Yes,1.000000,0.040000,0.9501340492968087,0,0,0,1.0
Yes,0.833333,0.285714,0.8779107958511847,0,0,0,1.0
Yes,1.285714,0.285714,0.9436398046300054,0,0,1,0.5
Yes,1.315789,0.315789,0.8491565453102448,0,0,8,0.0
Yes,0.954545,0.000000,0.9136234923713368,1,1,0,1.0
Yes,1.000000,0.000000,0.9548260702832907,0,0,0,1.0
Yes,0.947368,0.052632,0.9647545836075488,0,0,2,0.0
Yes,1.045455,0.041667,0.9712614779203437,0,0,1,0.6666666666666666
Yes,0.823529,0.222222,0.9374072258402951,0,0,1,0.0
No,1.583333,0.583333,0.8383116587196079,0,0,2,0.3333333333333333
Yes,0.956522,0.080000,0.9027709459863472,0,0,0,1.0
Yes,1.153846,0.071429,0.8508794869372398,0,0,5,0.375
No,0.937500,0.062500,0.8628319602215544,0,0,1,0.5
No,0.769231,0.230769,0.8163487995295268,0,0,0,1.0
Yes,1.125000,0.125000,0.8615050690596684,0,0,0,1.0
No,0.703704,0.296296,0.9365460660365578,1,1,0,1.0
No,1.200000,0.227273,0.8945810373982409,0,0,0,1.0
Yes,1.000000,0.041667,0.9560949503235208,0,0,1,0.6666666666666666
No,1.416667,0.416667,0.8416361234046024,1,1,0,1.0
Yes,0.730769,0.296296,0.8828461809865331,0,0,4,0.0
Yes,1.000000,0.000000,0.9675083495156899,0,0,0,1.0
Yes,0.750000,0.230769,0.954423682823474,0,0,0,1.0
Yes,1.000000,0.000000,0.9354934434579745,0,0,0,1.0
Yes,1.181818,0.272727,0.8451698349287179,0,0,2,0.0
No,0.937500,0.000000,0.8557406529655289,0,0,3,0.4
Yes,0.909091,0.120000,0.9058568080989687,0,0,0,1.0
Yes,1.111111,0.111111,0.7590225303958702,0,0,0,1.0
No,1.071429,0.142857,0.6699558259188105,0,0,5,0.0
Yes,1.272727,0.357143,0.9058612797305722,0,0,1,0.0
Yes,1.200000,0.300000,0.9509816981413304,0,0,0,1.0
Yes,1.200000,0.200000,0.7711533620101043,0,0,0,1.0
No,1.500000,0.400000,0.9430344957288143,0,0,0,1.0
Yes,1.043478,0.040000,0.9535287993320566,0,0,1,0.0
Yes,1.250000,0.250000,0.9833954752487725,0,0,0,1.0
No,1.437500,0.562500,0.9349714631961786,0,0,0,1.0
Yes,1.181818,0.272727,0.8946570552972032,0,0,0,1.0
Yes,1.133333,0.055556,0.9848292457136189,0,0,0,1.0
No,1.333333,0.416667,0.7803204641863025,0,0,5,0.0
No,1.200000,0.090909,0.671835535188075,1,1,1,0.0
Yes,1.352941,0.210526,0.8627805718365676,0,0,0,1.0
Yes,0.923077,0.035714,0.9708435535977372,0,0,1,0.5
Yes,1.000000,0.130435,0.9232597188032178,0,0,2,0.5
Yes,0.882353,0.058824,0.859794817710917,0,0,1,0.0
Yes,0.800000,0.222222,0.9611327048939415,0,0,1,0.0
Yes,0.818182,0.181818,0.8757331514027606,0,0,2,0.0
Yes,1.133333,0.133333,0.9499288467251465,0,0,0,1.0
No,1.035714,0.000000,0.9316393911420835,1,1,1,0.0
Yes,1.421053,0.421053,0.9065443173144616,0,0,0,1.0
No,1.000000,0.000000,0.7126467193882852,1,1,0,1.0
No,1.416667,0.285714,0.8874152031129476,0,0,0,1.0
Yes,1.062500,0.000000,0.9477342071806317,0,0,1,0.0
No,0.823529,0.222222,0.8878319359862221,0,0,0,1.0
Yes,1.000000,0.000000,0.9406190082526436,0,0,0,1.0
Yes,0.920000,0.034483,0.9563097613730264,0,0,1,0.5
No,0.920000,0.178571,0.9037000082335577,0,0,0,1.0
Yes,0.941176,0.000000,0.921590276178583,0,0,0,1.0
Yes,0.823529,0.150000,0.8885438611160604,0,0,0,1.0
No,1.071429,0.142857,0.6469584512680266,0,0,0,1.0
Yes,1.333333,0.416667,0.8858574851324634,0,0,0,1.0
No,1.250000,0.176471,0.8769385281902335,0,0,3,0.25
No,0.956522,0.000000,0.900707701066757,0,0,0,1.0
No,0.666667,0.333333,0.8454067683854956,0,0,1,0.0
Yes,1.125000,0.250000,0.9633284476573626,0,0,0,1.0
Yes,0.916667,0.083333,0.8524198256632133,0,0,2,0.3333333333333333
No,0.900000,0.000000,0.9374333340972655,0,0,1,0.0
Yes,1.120000,0.153846,0.9499862017010663,0,0,2,0.0
No,0.857143,0.142857,0.8734091090842476,0,0,5,0.0
No,1.222222,0.222222,0.8735028387174789,0,0,0,1.0
No,0.920000,0.076923,0.7991264088404724,0,0,1,0.75
No,1.133333,0.000000,0.8880757519599006,0,0,0,1.0
Yes,1.454545,0.454545,0.8407944806483209,0,0,1,0.0
No,0.888889,0.227273,0.9311822849905159,0,0,0,1.0
No,0.789474,0.272727,0.8407367841322512,0,0,0,1.0
Yes,0.684211,0.315789,0.8883832766380774,0,0,4,0.6
Yes,0.736842,0.300000,0.8530162020958812,0,0,1,0.8
Yes,0.863636,0.090909,0.9619243196989741,0,0,1,0.5
No,0.888889,0.173913,0.7963448150879623,0,0,7,0.125
Yes,1.111111,0.111111,0.9425208417488345,0,0,0,1.0
No,1.181818,0.181818,0.8795620139643316,0,0,4,0.0
No,1.105263,0.050000,0.9123354942772525,0,0,2,0.5
No,1.055556,0.000000,0.8623178830123384,0,0,7,0.0
Yes,0.941176,0.100000,0.9382704157620344,0,0,0,1.0
No,0.739130,0.250000,0.9012510955876465,0,0,2,0.0
Yes,1.041667,0.000000,0.9700185483693722,0,0,1,0.6666666666666666
Yes,1.181818,0.181818,0.8072026815598504,0,0,0,1.0
No,0.750000,0.250000,0.8647833817751399,0,0,0,1.0
Yes,1.000000,0.000000,0.9651233570330017,0,0,0,1.0
No,1.000000,0.041667,0.9122596693585653,0,0,0,1.0
Yes,0.812500,0.187500,0.8265790554617651,0,0,0,1.0
Yes,0.947368,0.052632,0.9310927263837581,0,0,0,1.0
Yes,0.937500,0.117647,0.8089557938215979,0,0,3,0.5714285714285714
Yes,1.400000,0.400000,0.8724342265548397,0,0,2,0.5
No,0.727273,0.272727,0.8058730823515912,0,0,2,0.3333333333333333
Yes,1.428571,0.400000,0.9231292811411651,0,0,0,1.0
Yes,1.545455,0.416667,0.7122867328354654,0,0,3,0.0
Yes,1.045455,0.041667,0.9927282127970454,0,0,1,0.8
Yes,1.214286,0.214286,0.7111865572243248,0,0,5,0.0
No,0.913043,0.080000,0.9119844533554561,0,0,0,1.0
Yes,1.181818,0.181818,0.8683589646921135,0,0,0,1.0
Yes,1.062500,0.062500,0.9452658385508649,0,0,0,1.0
Yes,1.166667,0.153846,0.8467341354292547,0,0,0,1.0
Yes,1.000000,0.050000,0.8979606345642018,0,0,1,0.6666666666666666
No,1.285714,0.250000,0.8895609276275526,0,0,7,0.2222222222222222
Yes,1.210526,0.210526,0.9284480998168485,0,0,3,0.25
Yes,1.000000,0.000000,0.9306457005189752,0,0,0,1.0
Yes,1.150000,0.200000,0.9395108594680385,0,0,3,0.0
No,0.888889,0.105263,0.9149355974044346,0,0,1,0.5
No,1.066667,0.066667,0.7773016085070267,0,0,3,0.25
Yes,1.400000,0.428571,0.955265514013906,0,0,0,1.0
Yes,0.952381,0.086957,0.9803999109064104,0,0,0,1.0
Yes,0.913043,0.074074,0.9110563556316436,0,0,5,0.16666666666666666
Yes,1.052632,0.050000,0.9201506361569511,0,0,3,0.0
No,1.333333,0.294118,0.8818288649278949,1,1,0,1.0
Yes,0.950000,0.090909,0.8194106872713578,0,0,4,0.0
No,1.333333,0.333333,0.8608941545763938,0,0,2,0.3333333333333333
Yes,1.176471,0.105263,0.8073906687009793,0,0,2,0.0
Yes,0.777778,0.210526,0.7742058387387811,0,0,0,1.0
Yes,0.958333,0.041667,0.9719997949057392,0,0,1,0.0
No,1.333333,0.333333,0.8581554230654908,0,0,3,0.0
Yes,0.961538,0.000000,0.9706271564003467,0,0,1,0.5
No,1.333333,0.421053,0.9187192708297861,0,0,0,1.0
Yes,0.869565,0.192308,0.9498394463208926,1,1,0,1.0
No,1.400000,0.450000,0.9563675962888591,0,0,1,0.5
Yes,0.923077,0.076923,0.7996030435650199,1,1,1,0.5
No,1.062500,0.058824,0.8862155149385053,0,0,6,0.14285714285714285
Yes,0.777778,0.263158,0.9393033113377486,0,0,0,1.0
No,0.733333,0.266667,0.7004892440305764,0,0,4,0.3333333333333333
Yes,1.181818,0.217391,0.9523424168099971,0,0,1,0.0
Yes,0.904762,0.200000,0.987830631403476,0,0,0,1.0
No,0.700000,0.300000,0.8796975952199199,0,0,7,0.2222222222222222
No,1.388889,0.500000,0.9684089990419952,1,1,0,1.0
Yes,1.416667,0.416667,0.7996208920481624,0,0,2,0.3333333333333333
No,1.466667,0.466667,0.8910196636272871,0,0,2,0.0
Yes,0.923077,0.076923,0.9190602582321996,0,0,0,1.0
No,1.250000,0.312500,0.8924795158573581,0,0,2,0.3333333333333333
No,0.947368,0.052632,0.9622917703256616,0,0,0,1.0
Yes,0.764706,0.055556,0.9266013933869135,0,0,2,0.5
Yes,1.000000,0.041667,0.9720168064874376,0,0,2,0.0
Yes,1.095238,0.076923,0.8928124287624774,0,0,2,0.6
Yes,1.000000,0.000000,0.9999375221442035,0,0,0,1.0
Yes,0.800000,0.133333,0.8917208638145158,0,0,0,1.0
Yes,0.882353,0.111111,0.8930545994518764,0,0,2,0.0
Yes,1.066667,0.125000,0.9137511273909718,0,0,0,1.0
No,1.333333,0.250000,0.9390839646450102,0,0,0,1.0
Yes,0.818182,0.160000,0.9695585551983362,0,0,1,0.5
Yes,0.880000,0.120000,0.9841432919826296,0,0,0,1.0
Yes,1.038462,0.037037,0.9473824757716625,0,0,0,1.0
Yes,1.150000,0.238095,0.9343048020557208,1,1,0,1.0
Yes,1.187500,0.187500,0.9573813651328212,0,0,0,1.0
Yes,1.045455,0.043478,0.9506298810101539,0,0,0,1.0
No,0.941176,0.052632,0.8877107334789224,0,0,0,1.0
Yes,1.157895,0.100000,0.9581016858721373,0,0,1,0.0
No,1.466667,0.444444,0.8614875733928664,0,0,0,1.0
Yes,1.000000,0.047619,0.9267498150384559,0,0,0,1.0
Yes,0.733333,0.312500,0.8566506779776734,0,0,1,0.0
Yes,1.090909,0.090909,0.9177974960473867,1,1,0,1.0
No,1.166667,0.210526,0.9101951906132617,0,0,4,0.0
No,1.909091,0.437500,0.9239356464114998,1,1,0,1.0
Yes,1.454545,0.454545,0.8335347967290316,0,0,0,1.0
Yes,0.882353,0.117647,0.9256267537456521,0,0,4,0.42857142857142855
Yes,0.857143,0.142857,0.94300742914021,0,0,1,0.0
Yes,0.920000,0.038462,0.9084589506649975,0,0,3,0.25
Yes,1.333333,0.400000,0.9092878710853622,0,0,0,1.0
Yes,1.055556,0.000000,0.949702886969207,0,0,0,1.0
No,0.846154,0.153846,0.844507640514534,0,0,4,0.0
Yes,1.000000,0.074074,0.8490854467972312,0,0,2,0.0
No,1.142857,0.142857,0.8575157942108509,0,0,13,0.0
No,1.130435,0.080000,0.9604289141541176,0,0,0,1.0
No,0.809524,0.227273,0.9545186399144371,0,0,0,1.0
Yes,1.272727,0.230769,0.8520794708126582,0,0,1,0.5
Yes,0.909091,0.000000,0.8623312901334215,0,0,0,1.0
Yes,1.000000,0.000000,0.9999822534654623,0,0,0,1.0
No,0.666667,0.346154,0.8697727542409641,0,0,2,0.5
Yes,1.055556,0.111111,0.9113711322543253,0,0,0,1.0
Yes,1.454545,0.500000,0.9412624816691023,0,0,2,0.6666666666666666
No,0.823529,0.176471,0.9198431535683712,0,0,0,1.0
Yes,0.960000,0.000000,0.9778359851249746,0,0,0,1.0
Yes,1.181818,0.083333,0.7523764262396774,0,0,0,1.0
Yes,0.789474,0.210526,0.9363200487287924,1,1,1,0.6666666666666666
Yes,1.000000,0.000000,0.9194415195602558,0,0,0,1.0
Yes,0.909091,0.090909,0.8993246379278022,0,0,0,1.0
No,1.090909,0.090909,0.8600371055965813,0,0,1,0.6666666666666666
Yes,0.733333,0.235294,0.7866955866692872,0,0,4,0.0
No,0.700000,0.333333,0.8535831380742525,0,0,2,0.0
No,0.960000,0.000000,0.8212033372126684,0,0,3,0.0
Yes,1.187500,0.187500,0.9228347995413274,0,0,0,1.0
Yes,1.000000,0.000000,0.9707377899903523,0,0,0,1.0
No,1.142857,0.066667,0.8505167742839188,0,0,2,0.3333333333333333
No,1.076923,0.230769,0.9005648439466077,0,0,0,1.0
No,1.400000,0.444444,0.9443985023824005,1,1,0,1.0
Yes,1.266667,0.266667,0.8485787640503073,0,0,6,0.0
No,1.058824,0.000000,0.9263634809988871,0,0,8,0.1111111111111111
Yes,1.235294,0.210526,0.9718408328013702,0,0,0,1.0
No,0.944444,0.105263,0.8024765285398728,0,0,1,0.6666666666666666
Yes,1.153846,0.142857,0.8456435951823783,0,0,0,1.0
Yes,0.888889,0.111111,0.9411325834962082,0,0,2,0.0
Yes,1.000000,0.000000,0.9249509421943755,0,0,0,1.0
No,1.000000,0.000000,0.835468139766458,0,0,0,1.0
Yes,1.037037,0.035714,0.9730175627559531,0,0,1,0.0
Yes,1.444444,0.444444,0.8315259112498611,0,0,0,1.0
Yes,0.894737,0.052632,0.9553763506795908,0,0,0,1.0
Yes,1.000000,0.142857,0.9331827415914725,0,0,2,0.6666666666666666
Yes,0.866667,0.125000,0.9068073959413333,0,0,0,1.0
Yes,0.888889,0.142857,0.9813399929506985,0,0,0,1.0
Yes,1.142857,0.142857,0.8802380172823907,0,0,0,1.0
Yes,1.000000,0.000000,1.0000000000000002,0,0,0,1.0
Yes,0.958333,0.107143,0.9653586285566038,0,0,0,1.0
Yes,0.920000,0.107143,0.9613647148667931,0,0,0,1.0
No,1.052632,0.050000,0.8862835314364155,0,0,4,0.0
Yes,1.173913,0.208333,0.8665890399727143,0,0,0,1.0
Yes,1.000000,0.055556,0.9111300549921934,0,0,1,0.0
Yes,0.764706,0.235294,0.8934705072842495,0,0,2,0.3333333333333333
Yes,0.720000,0.296296,0.8833140837361566,0,0,2,0.5
No,0.722222,0.277778,0.8164574711788324,0,0,7,0.125
Yes,1.285714,0.333333,0.9588829312495551,0,0,2,0.6
Yes,1.000000,0.037037,0.9738973243172568,0,0,0,1.0
No,0.722222,0.277778,0.8735122022387536,0,0,0,1.0
No,0.736842,0.263158,0.8440344114262761,0,0,0,1.0
Yes,1.533333,0.533333,0.9519768579609853,0,0,1,0.0
No,0.884615,0.076923,0.9308021229402622,0,0,1,0.0
No,0.791667,0.269231,0.8911806098569032,0,0,0,1.0
No,1.071429,0.133333,0.8001375352311703,0,0,0,1.0
Yes,1.000000,0.000000,0.9747209368965577,0,0,0,1.0
No,1.368421,0.368421,0.9184715223847166,0,0,1,0.8
No,0.823529,0.222222,0.8278925424661355,0,0,9,0.0
No,1.133333,0.058824,0.8981750124855176,0,0,2,0.3333333333333333
Yes,0.904762,0.153846,0.9469849829095602,0,0,0,1.0
Yes,1.285714,0.333333,0.7725529985952588,0,0,0,1.0
No,0.956522,0.000000,0.8985171005842406,0,0,3,0.0
Yes,0.800000,0.294118,0.8841311230647979,0,0,4,0.2
No,0.625000,0.375000,0.9187575584532727,0,0,0,1.0
No,0.857143,0.142857,0.8580522742265632,0,0,4,0.5
Yes,1.080000,0.035714,0.9726218752454556,1,1,0,1.0
Yes,0.900000,0.142857,0.8767972951405816,1,1,1,0.6666666666666666
Yes,1.235294,0.263158,0.9447795936489115,0,0,1,0.5
Yes,1.100000,0.000000,0.6858550573876495,0,0,3,0.0
No,1.100000,0.100000,0.7368816284295406,0,0,3,0.4
No,1.363636,0.363636,0.8501372855058287,0,0,1,0.0
No,0.933333,0.066667,0.859586454113342,1,1,4,0.0
Yes,1.166667,0.222222,0.9491349520899389,0,0,0,1.0
Yes,1.000000,0.000000,0.9853383795897959,0,0,1,0.0
Yes,0.920000,0.074074,0.9436174219337644,0,0,3,0.4
Yes,1.500000,0.307692,0.8098558788188622,0,0,1,0.0
Yes,1.055556,0.000000,0.8433231184091188,0,0,0,1.0
No,1.076923,0.076923,0.819275438565531,0,0,9,0.1
Yes,0.714286,0.272727,0.903240062359257,0,0,2,0.0
Yes,1.047619,0.045455,0.9025445306795044,0,0,7,0.0
No,1.142857,0.272727,0.9125158799397056,0,0,0,1.0
Yes,1.041667,0.076923,0.9765267745352161,0,0,0,1.0
Yes,1.076923,0.076923,0.7775450816817427,0,0,0,1.0
No,1.230769,0.062500,0.9365224639031987,0,0,0,1.0
Yes,0.846154,0.153846,0.8032951235450496,0,0,0,1.0
Yes,0.954545,0.086957,0.9482287850084711,0,0,0,1.0
Yes,1.062500,0.062500,0.8865330553450119,0,0,2,0.5
Yes,0.666667,0.346154,0.9476160723825389,0,0,0,1.0
Yes,1.117647,0.117647,0.9953709552224039,0,0,1,0.6666666666666666
Yes,1.333333,0.411765,0.9862278057215461,0,0,0,1.0
Yes,0.913043,0.000000,0.9792883362822836,0,0,0,1.0
Yes,1.000000,0.000000,0.9618972836161149,0,0,0,1.0
Yes,1.000000,0.000000,0.7697441403811747,0,0,1,0.0
No,0.941176,0.058824,0.9507583740375486,1,1,0,1.0
No,0.894737,0.142857,0.9375580225417138,0,0,3,0.5
Yes,1.041667,0.038462,0.9303445346541688,0,0,1,0.75
No,1.470588,0.470588,0.9197708345829105,0,0,8,0.2
Yes,0.857143,0.130435,0.9536211484343003,0,0,1,0.0
Yes,1.333333,0.350000,0.975393178050975,0,0,1,0.5
Yes,1.210526,0.250000,0.9252669785319995,0,0,2,0.3333333333333333
Yes,1.000000,0.000000,0.8490974012703947,0,0,0,1.0
No,1.384615,0.266667,0.9297939565191665,0,0,0,1.0
Yes,0.869565,0.100000,0.9766387012520922,0,0,0,1.0
No,1.150000,0.150000,0.9779664263480261,0,0,4,0.5555555555555556
No,1.285714,0.285714,0.8848694127322418,0,0,12,0.14285714285714285
Yes,1.055556,0.055556,0.927955729051353,0,0,0,1.0
Yes,0.916667,0.083333,0.85557974398629,1,1,0,1.0
Yes,0.761905,0.227273,0.9211111126936581,0,0,0,1.0
Yes,1.000000,0.066667,0.8588702440162882,0,0,0,1.0
No,1.000000,0.000000,0.8744355557839505,0,0,0,1.0
No,1.133333,0.200000,0.9089000365856801,0,0,0,1.0
Yes,0.913043,0.080000,0.9579874157857918,1,1,0,1.0
No,1.230769,0.307692,0.8586201317860173,0,0,0,1.0
No,1.000000,0.000000,0.7961121850828895,0,0,1,0.0
No,1.266667,0.250000,0.8402597516129818,1,1,2,0.0
Yes,0.882353,0.117647,0.9389934249470602,0,0,1,0.0
Yes,1.333333,0.421053,0.9509111194622376,0,0,0,1.0
Yes,1.222222,0.222222,0.8371961966149282,0,0,0,1.0
Yes,0.850000,0.150000,0.931970553216277,0,0,8,0.2727272727272727
Yes,1.411765,0.444444,0.9267744702891783,0,0,2,0.3333333333333333
Yes,0.800000,0.227273,0.9644043042845675,0,0,0,1.0
Yes,1.000000,0.000000,0.999891664259821,0,0,0,1.0
No,0.736842,0.238095,0.9376414918086373,0,0,1,0.6666666666666666
Yes,0.730769,0.296296,0.9776732861781554,0,0,0,1.0
Yes,0.950000,0.043478,0.9611985846182171,0,0,1,0.5
No,1.111111,0.200000,0.8774436169785889,0,0,0,1.0
Yes,1.181818,0.166667,0.9014064046646837,0,0,0,1.0
Yes,0.888889,0.055556,0.9182060539579011,0,0,6,0.3333333333333333
Yes,1.000000,0.111111,0.8576390110466336,1,1,3,0.4
No,1.285714,0.187500,0.8463846019230918,0,0,2,0.3333333333333333
Yes,1.133333,0.187500,0.9775594839247822,0,0,0,1.0
Yes,0.793103,0.206897,0.9715795461860041,0,0,0,1.0
Yes,1.142857,0.105263,0.9362673509285391,0,0,0,1.0
No,1.250000,0.250000,0.928211171850967,0,0,0,1.0
Yes,1.357143,0.266667,0.8502267850727953,0,0,4,0.0
Yes,0.916667,0.153846,0.8303295494536542,0,0,1,0.0
Yes,0.928571,0.000000,0.8230736337550216,0,0,2,0.0
Yes,1.294118,0.333333,0.9112188784814618,0,0,2,0.3333333333333333
Yes,0.928571,0.133333,0.8563899524339362,0,0,0,1.0
Yes,1.300000,0.400000,0.8542310011248967,0,0,2,0.3333333333333333
Yes,0.916667,0.040000,0.9495381621432726,0,0,1,0.5
Yes,0.956522,0.000000,0.8880844129754506,0,0,1,0.5
Yes,1.200000,0.200000,0.5997484969173702,0,0,0,1.0
No,0.750000,0.190476,0.9166966899847028,0,0,0,1.0
Yes,0.947368,0.000000,0.9592692080903616,0,0,2,0.0
Yes,1.357143,0.428571,0.9555133584065514,0,0,0,1.0
Yes,0.909091,0.166667,0.8741140127834914,0,0,0,1.0
Yes,0.866667,0.062500,0.900494740907853,0,0,0,1.0
No,0.894737,0.043478,0.9629034753062164,1,1,0,1.0
No,1.150000,0.150000,0.8910483294528744,0,0,11,0.08333333333333333
No,0.812500,0.315789,0.8759848259940891,0,0,0,1.0
Yes,0.888889,0.095238,0.9289533777519394,0,0,2,0.6
Yes,0.952381,0.090909,0.8738707007950017,0,0,1,0.0
No,1.000000,0.000000,0.8671243694032066,0,0,1,0.5
Yes,1.285714,0.285714,0.689660693414308,0,0,0,1.0
No,1.142857,0.142857,0.9004004616769853,1,1,2,0.0
No,1.076923,0.076923,0.891089461138593,0,0,1,0.0
Yes,1.125000,0.125000,0.9673121722372118,0,0,1,0.6666666666666666
Yes,0.714286,0.285714,0.9288194605924577,0,0,1,0.0
Yes,0.684211,0.263158,0.9093332418804098,0,0,2,0.0
No,0.875000,0.125000,0.9343688280557859,0,0,2,0.3333333333333333
No,1.000000,0.000000,0.7661282147818985,0,0,0,1.0
Yes,0.916667,0.083333,0.8859647344181825,0,0,1,0.5
Yes,0.894737,0.095238,0.879486804800277,0,0,1,0.0
Yes,1.000000,0.037037,0.9409640717000478,0,0,1,0.0
No,0.760000,0.240000,0.8525468776536934,0,0,0,1.0
No,0.666667,0.333333,0.753563357025859,0,0,3,0.25
No,0.842105,0.190476,0.9369975782280728,0,0,0,1.0
Yes,1.130435,0.125000,0.9783337347260417,0,0,0,1.0
Yes,1.000000,0.055556,0.9453515270720397,0,0,0,1.0
No,1.153846,0.153846,0.863127782581832,0,0,1,0.0
Yes,0.730769,0.269231,0.9342192078956703,0,0,2,0.0
Yes,1.100000,0.100000,0.7625720777836968,0,0,0,1.0
Yes,1.571429,0.571429,0.7845886169487019,1,1,1,0.0
No,1.000000,0.071429,0.9203194615658694,0,0,1,0.8333333333333334
Yes,0.833333,0.222222,0.9500294767360583,0,0,0,1.0
Yes,1.038462,0.034483,0.9398482578019729,0,0,1,0.0
No,0.941176,0.238095,0.9012823988320828,0,0,1,0.6666666666666666
No,0.937500,0.062500,0.8221725432274163,0,0,0,1.0
Yes,0.954545,0.000000,1.0000000000000002,0,0,0,1.0
Yes,1.133333,0.125000,0.9011503134289257,0,0,1,0.6666666666666666
Yes,1.000000,0.000000,0.7945203272427322,0,0,7,0.3
Yes,1.000000,0.000000,0.8703502907537115,0,0,0,1.0
No,0.714286,0.285714,0.9013604488644661,0,0,1,0.0
Yes,1.227273,0.208333,0.9156403807302222,0,0,0,1.0
No,0.952381,0.047619,0.946695345823889,0,0,4,0.0
Yes,0.857143,0.142857,0.9326693950613146,1,1,0,1.0
Yes,1.142857,0.266667,0.9500441895706373,0,0,0,1.0
Yes,1.133333,0.200000,0.9660238885928645,0,0,0,1.0
No,0.800000,0.304348,0.9598756236369828,0,0,1,0.0
Yes,0.882353,0.157895,0.8128378667974833,0,0,3,0.25
Yes,1.083333,0.166667,0.7626438148538093,0,0,4,0.2
Yes,1.090909,0.086957,0.9555368373989869,0,0,0,1.0
Yes,1.100000,0.095238,0.9382324118208625,1,1,0,1.0
Yes,1.157895,0.263158,0.9453567959126896,0,0,1,0.75
Yes,1.066667,0.133333,0.8953047167509562,0,0,1,0.5
Yes,0.937500,0.062500,0.8288433855329245,0,0,1,0.0
Yes,1.117647,0.105263,0.9707905230585876,0,0,0,1.0
No,0.777778,0.222222,0.8548008086653958,0,0,0,1.0
No,0.913043,0.120000,0.8724331712152309,0,0,0,1.0
Yes,0.947368,0.111111,0.9023091309297515,0,0,0,1.0
Yes,0.923077,0.033333,0.8741125831688294,0,0,0,1.0
No,1.142857,0.200000,0.86091390758512,0,0,5,0.0
No,1.375000,0.375000,0.9513620016668682,0,0,0,1.0
No,0.875000,0.222222,0.9436188804570474,0,0,0,1.0
Yes,1.190476,0.333333,0.8621144373130586,0,0,0,1.0
No,1.263158,0.250000,0.8882112540495972,0,0,1,0.0
No,1.400000,0.400000,0.8964404568180622,0,0,3,0.4
No,0.842105,0.150000,0.9582038468316312,1,1,0,1.0
Yes,1.052632,0.052632,0.9071561354889599,0,0,10,0.16666666666666666
Yes,1.045455,0.000000,0.9597887801989434,0,0,2,0.0
Yes,0.947368,0.136364,0.89229247970078,0,0,3,0.25
No,1.315789,0.368421,0.9016894224335851,0,0,0,1.0
Yes,1.411765,0.368421,0.9621840457827477,0,0,0,1.0
No,0.882353,0.117647,0.8895621042648092,0,0,0,1.0
Yes,1.000000,0.000000,0.9790760258907552,0,0,0,1.0
Yes,1.150000,0.181818,0.9230501510186553,0,0,0,1.0
Yes,0.684211,0.333333,0.916993477751443,0,0,2,0.3333333333333333
Yes,1.428571,0.428571,0.889610756157404,0,0,1,0.75
Yes,1.375000,0.437500,0.958618008635,0,0,0,1.0
No,0.826087,0.230769,0.9468899593143623,0,0,0,1.0
Yes,1.312500,0.375000,0.8921742694856031,0,0,0,1.0
No,1.600000,0.600000,0.8352082507827068,0,0,0,1.0
Yes,1.000000,0.000000,0.8969364176692454,0,0,11,0.21428571428571427
Yes,0.714286,0.291667,0.8769495918232768,0,0,2,0.0
No,0.800000,0.241379,0.8962868720027681,0,0,0,1.0
No,0.800000,0.200000,0.7881303605623902,0,0,2,0.5
Yes,1.125000,0.125000,0.9129610363232145,0,0,1,0.0
Yes,1.250000,0.250000,0.9285649721869281,0,0,2,0.75
Yes,1.111111,0.166667,0.8767972951405816,1,1,1,0.6666666666666666
Yes,1.250000,0.250000,0.8648212944493476,0,0,0,1.0
Yes,0.833333,0.120000,0.9270207282376886,0,0,0,1.0
Yes,1.047619,0.000000,0.9601730472153507,0,0,0,1.0
Yes,1.045455,0.000000,0.8565775641487139,0,0,2,0.3333333333333333
No,1.045455,0.076923,0.8944102694149035,0,0,2,0.0
Yes,1.000000,0.000000,0.9832716216677231,0,0,1,0.8333333333333334
Yes,1.071429,0.071429,0.8934954831903094,0,0,0,1.0
Yes,1.363636,0.363636,0.8990949105100894,0,0,1,0.0
No,1.125000,0.125000,0.9254056772177032,0,0,12,0.0
No,1.038462,0.000000,0.8900986929069616,0,0,0,1.0
No,1.000000,0.074074,0.958421181737678,0,0,0,1.0
Yes,0.807692,0.148148,0.9111336047028381,0,0,0,1.0
Yes,1.047619,0.095238,0.931482014774923,0,0,0,1.0
Yes,1.000000,0.000000,0.9998705788211684,0,0,0,1.0
No,1.315789,0.368421,0.9428522782145794,0,0,0,1.0
No,1.066667,0.133333,0.7663911072306121,0,0,1,0.0
Yes,1.200000,0.333333,0.9899574578299785,0,0,0,1.0
Yes,0.739130,0.259259,0.8822162425889307,0,0,1,0.0
Yes,0.625000,0.375000,0.8166503393046826,0,0,4,0.0
Yes,0.888889,0.157895,0.8133631871417263,0,0,5,0.2857142857142857
Yes,0.923077,0.076923,0.798859066564679,0,0,0,1.0
No,0.900000,0.090909,0.7992658346967221,0,0,1,0.0
Yes,0.652174,0.296296,0.9482587939503146,0,0,0,1.0
No,0.818182,0.217391,0.9180682137554281,0,0,1,0.0
Yes,1.000000,0.000000,0.9718484939082425,0,0,0,1.0
Yes,1.384615,0.384615,0.8402003337365167,0,0,3,0.5
No,0.950000,0.095238,0.964245237006369,0,0,0,1.0
