student_number,unique_id,first_test,first_link,second_test,second_link,form_a_link,form_b_link,scratchpad link,platform_link
26,CK1U3109,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=CK1U3109,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=CK1U3109,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=CK1U3109,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=CK1U3109,https://docs.google.com/document/d/1F4GaqfWVA0FrZ5fALpei04rFKL4ajQfNxRkLTj9t7ac/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1013&id=2&username=CK1U3109_B&html=chem-lab_mm_CK1U3109
27,DM8NMIC9,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=DM8NMIC9,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=DM8NMIC9,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=DM8NMIC9,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=DM8NMIC9,https://docs.google.com/document/d/18NlWkHVsbe61cMe_0HXjSINoMMcohJkqxv--t11Oe68/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1014&id=1&username=DM8NMIC9_A&html=chem-lab_mm_DM8NMIC9
28,DV7HBPAQ,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=DV7HBPAQ,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=DV7HBPAQ,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=DV7HBPAQ,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=DV7HBPAQ,https://docs.google.com/document/d/18NlWkHVsbe61cMe_0HXjSINoMMcohJkqxv--t11Oe68/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1014&id=2&username=DV7HBPAQ_B&html=chem-lab_mm_DV7HBPAQ
29,EY96RMCH,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=EY96RMCH,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=EY96RMCH,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=EY96RMCH,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=EY96RMCH,https://docs.google.com/document/d/1qBes9-hnrt1bNh40BKqeoXF-f0n81xADBYFb0nhEknE/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1015&id=1&username=EY96RMCH_A&html=chem-lab_mm_EY96RMCH
30,HF931DIU,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=HF931DIU,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=HF931DIU,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=HF931DIU,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=HF931DIU,https://docs.google.com/document/d/1qBes9-hnrt1bNh40BKqeoXF-f0n81xADBYFb0nhEknE/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1015&id=2&username=HF931DIU_B&html=chem-lab_mm_HF931DIU
31,ILUE5370,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=ILUE5370,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=ILUE5370,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=ILUE5370,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=ILUE5370,https://docs.google.com/document/d/1MYcAzkuppGiLT1BwrjBkOBXbjqIRWKEj-_jDEf3JHFQ/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1016&id=1&username=ILUE5370_A&html=chem-lab_mm_ILUE5370
32,JBSNE3DX,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=JBSNE3DX,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=JBSNE3DX,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=JBSNE3DX,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=JBSNE3DX,https://docs.google.com/document/d/1MYcAzkuppGiLT1BwrjBkOBXbjqIRWKEj-_jDEf3JHFQ/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1016&id=2&username=JBSNE3DX_B&html=chem-lab_mm_JBSNE3DX
33,M1V05ZKZ,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=M1V05ZKZ,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=M1V05ZKZ,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=M1V05ZKZ,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=M1V05ZKZ,https://docs.google.com/document/d/1uedicZYSW0q8IfwSmC4FmIfi18bY9drDPsNTS_pA9Xo/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1017&id=1&username=M1V05ZKZ_A&html=chem-lab_mm_M1V05ZKZ
34,MBTLZUYP,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=MBTLZUYP,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=MBTLZUYP,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=MBTLZUYP,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=MBTLZUYP,https://docs.google.com/document/d/1uedicZYSW0q8IfwSmC4FmIfi18bY9drDPsNTS_pA9Xo/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1017&id=2&username=MBTLZUYP_B&html=chem-lab_mm_MBTLZUYP
35,MTE3FV9F,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=MTE3FV9F,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=MTE3FV9F,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=MTE3FV9F,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=MTE3FV9F,https://docs.google.com/document/d/1-fdhc0yk9dNEv7M0ExBir2E7_j8vv2J0DmgYVWfoSso/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1018&id=1&username=MTE3FV9F_A&html=chem-lab_mm_MTE3FV9F
36,OAHJQ09B,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=OAHJQ09B,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=OAHJQ09B,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=OAHJQ09B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=OAHJQ09B,https://docs.google.com/document/d/1-fdhc0yk9dNEv7M0ExBir2E7_j8vv2J0DmgYVWfoSso/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1018&id=2&username=OAHJQ09B_B&html=chem-lab_mm_OAHJQ09B
37,OHOE8B4M,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=OHOE8B4M,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=OHOE8B4M,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=OHOE8B4M,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=OHOE8B4M,https://docs.google.com/document/d/1wEiuUEeGywFfDkB_DH1TukzFYa8Gmp-vwGVdgUaJUsE/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1019&id=1&username=OHOE8B4M_A&html=chem-lab_mm_OHOE8B4M
38,Q7LIYAY8,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=Q7LIYAY8,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=Q7LIYAY8,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=Q7LIYAY8,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=Q7LIYAY8,https://docs.google.com/document/d/1wEiuUEeGywFfDkB_DH1TukzFYa8Gmp-vwGVdgUaJUsE/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1019&id=2&username=Q7LIYAY8_B&html=chem-lab_mm_Q7LIYAY8
39,QS6V6309,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=QS6V6309,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=QS6V6309,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=QS6V6309,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=QS6V6309,https://docs.google.com/document/d/1Y3b9p-XcxdoCQGX3zi4dyyMY6-v_vBUr7ZzoIeB2EOo/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1020&id=1&username=QS6V6309_A&html=chem-lab_mm_QS6V6309
40,QVO1G5H6,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=QVO1G5H6,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=QVO1G5H6,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=QVO1G5H6,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=QVO1G5H6,https://docs.google.com/document/d/1Y3b9p-XcxdoCQGX3zi4dyyMY6-v_vBUr7ZzoIeB2EOo/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1020&id=2&username=QVO1G5H6_B&html=chem-lab_mm_QVO1G5H6
41,RH9816TX,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=RH9816TX,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=RH9816TX,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=RH9816TX,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=RH9816TX,https://docs.google.com/document/d/1KLQ0Ep7Ix6kFjXOSkCDkLmNTPlaHYhqFXW3_Rb3kxKk/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1021&id=1&username=RH9816TX_A&html=chem-lab_mm_RH9816TX
42,RR7C6KQR,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=RR7C6KQR,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=RR7C6KQR,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=RR7C6KQR,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=RR7C6KQR,https://docs.google.com/document/d/1KLQ0Ep7Ix6kFjXOSkCDkLmNTPlaHYhqFXW3_Rb3kxKk/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1021&id=2&username=RR7C6KQR_B&html=chem-lab_mm_RR7C6KQR
43,RSVS0P9U,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=RSVS0P9U,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=RSVS0P9U,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=RSVS0P9U,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=RSVS0P9U,https://docs.google.com/document/d/1ZImyi6_FZEBzm9TcWRSh1GurmBJj-CRXOCjrWcFos0A/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1022&id=1&username=RSVS0P9U_A&html=chem-lab_mm_RSVS0P9U
44,SJ6W8D7I,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=SJ6W8D7I,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=SJ6W8D7I,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=SJ6W8D7I,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=SJ6W8D7I,https://docs.google.com/document/d/1ZImyi6_FZEBzm9TcWRSh1GurmBJj-CRXOCjrWcFos0A/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1022&id=2&username=SJ6W8D7I_B&html=chem-lab_mm_SJ6W8D7I
45,SYGDK9RU,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=SYGDK9RU,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=SYGDK9RU,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=SYGDK9RU,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=SYGDK9RU,https://docs.google.com/document/d/1b5VvtuyHbdcinY1Tpatxip-YbzTVGJkoQpiOyCVkdcU/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1023&id=1&username=SYGDK9RU_A&html=chem-lab_mm_SYGDK9RU
46,T775829T,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=T775829T,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=T775829T,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=T775829T,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=T775829T,https://docs.google.com/document/d/1b5VvtuyHbdcinY1Tpatxip-YbzTVGJkoQpiOyCVkdcU/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1023&id=2&username=T775829T_B&html=chem-lab_mm_T775829T
47,TG9HM9MN,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=TG9HM9MN,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=TG9HM9MN,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=TG9HM9MN,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=TG9HM9MN,https://docs.google.com/document/d/1p3CBUKm1oxRr2UVQs0PhFpQ2jGqWGEFvWHVuOi8tjTc/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1024&id=1&username=TG9HM9MN_A&html=chem-lab_mm_TG9HM9MN
48,U7QLRDAI,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=U7QLRDAI,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=U7QLRDAI,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=U7QLRDAI,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=U7QLRDAI,https://docs.google.com/document/d/1p3CBUKm1oxRr2UVQs0PhFpQ2jGqWGEFvWHVuOi8tjTc/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1024&id=2&username=U7QLRDAI_B&html=chem-lab_mm_U7QLRDAI
49,WMU5HLF6,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=WMU5HLF6,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=WMU5HLF6,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=WMU5HLF6,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=WMU5HLF6,https://docs.google.com/document/d/1Y1W6sXo9nb9jiaA_WPXSVBSezw0kKhFeiCCfqILWY7g/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1025&id=1&username=WMU5HLF6_A&html=chem-lab_mm_WMU5HLF6
50,ZPEM47IB,B,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=ZPEM47IB,A,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=ZPEM47IB,https://docs.google.com/forms/d/e/1FAIpQLSdWoeb5zY-IFNw9qBnm6HrFa1URBsQY67TXjQUtteZEPiPnag/viewform?usp=pp_url&entry.1720454989=ZPEM47IB,https://docs.google.com/forms/d/e/1FAIpQLSddCdkNqsbdjRzZNyjBGt97NukfegBZMpttgExcflaOllY5jQ/viewform?usp=pp_url&entry.608113804=ZPEM47IB,https://docs.google.com/document/d/1Y1W6sXo9nb9jiaA_WPXSVBSezw0kKhFeiCCfqILWY7g/edit?usp=sharing,https://bazaar.lti.cs.cmu.edu/bazaar/login?roomName=labassistant&roomId=1025&id=2&username=ZPEM47IB_B&html=chem-lab_mm_ZPEM47IB
